,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
1--2--3--3,18.804,26.375,14.611,14.341,22.198,14.816,14.021,23.349,13.865,20.060,,174,3735,148,174,160,149,149,164,156,173,,3271.86,98509.33,2162.37,2495.41,3551.70,2207.58,2089.11,3829.17,2163.00,3470.40
1--3--0--0,24.122,19.157,19.304,19.311,31.036,30.574,31.078,19.482,19.293,19.246,,1276,1243,1229,1256,6913,1235,20224,1309,1235,1260,,30780.23,23812.40,23724.90,24254.03,214551.39,37758.96,628520.42,25501.41,23826.38,24250.41
1--3--0--1,23.334,18.640,18.462,18.381,28.555,29.972,18.050,17.851,19.495,20.351,,152,113,162,161,200,3273,142,145,146,156,,3546.70,2106.36,2990.87,2959.28,5710.92,98098.71,2563.11,2588.45,2846.25,3174.81
1--3--0--2,21.896,17.343,17.452,17.392,29.209,28.828,17.209,17.542,21.221,21.244,,2748,2684,2689,2679,48613,2826,2690,2675,2699,2592,,60169.33,46549.21,46928.47,46594.21,1419952.05,81467.32,46292.94,46925.32,57275.29,55064.80
1--3--0--3,20.420,15.762,17.675,15.409,27.828,28.032,16.868,16.083,22.585,22.203,,117,116,109,112,122,2875,120,145,108,131,,2389.08,1828.34,1926.57,1725.77,3394.96,80591.79,2024.14,2332.03,2439.17,2908.63
1--3--1--0,22.679,18.201,18.489,18.317,29.818,18.161,17.544,21.866,21.043,18.108,,200,239,226,215,4741,185,196,211,243,197,,4535.77,4350.05,4178.62,3938.21,141366.88,3359.87,3438.60,4613.80,5113.40,3567.23
1--3--1--1,21.808,17.645,16.832,18.725,29.099,18.301,17.973,19.908,24.859,20.946,,27,36,36,38,697,30,24,22,25,30,,588.83,635.20,605.95,711.57,20281.75,549.04,431.34,437.99,621.48,628.39
1--3--1--2,20.323,15.057,16.313,16.052,27.828,16.494,16.716,19.827,23.824,19.805,,123,119,115,118,2789,114,125,142,102,84,,2499.72,1791.76,1875.98,1894.14,77611.67,1880.34,2089.52,2815.37,2430.09,1663.66
1--3--1--3,20.195,14.639,12.957,13.486,27.003,14.230,14.505,18.855,14.505,22.281,,72,45,37,42,737,37,42,58,37,85,,1454.07,658.76,479.42,566.39,19901.27,526.50,609.19,1093.56,536.69,1893.90
1--3--2--0,22.697,17.309,17.085,17.483,29.054,16.908,17.333,23.036,23.387,17.626,,852,806,890,868,18513,879,858,899,846,869,,19337.79,13951.36,15205.73,15174.94,537875.63,14861.90,14871.52,20709.13,19785.53,15317.22
1--3--2--1,20.544,16.828,15.991,15.944,27.971,15.290,16.742,22.157,24.955,19.049,,130,120,97,96,2383,103,96,101,108,96,,2670.66,2019.38,1551.17,1530.67,66654.92,1574.91,1607.27,2237.86,2695.10,1828.66
1--3--2--2,20.253,15.191,15.134,15.389,27.138,15.601,14.985,21.097,15.264,18.837,,692,709,679,710,15416,698,667,682,680,720,,14014.96,10770.73,10276.05,10926.43,418357.51,10889.52,9995.32,14388.02,10379.53,13562.69
1--3--2--3,18.992,13.764,14.733,13.067,26.038,14.194,14.105,19.309,14.119,21.246,,178,138,133,151,3271,128,144,134,137,146,,3380.49,1899.39,1959.42,1973.18,85169.23,1816.84,2031.12,2587.37,1934.33,3101.98
1--3--3--0,20.208,15.555,15.159,16.887,27.816,15.460,16.152,24.989,24.911,17.328,,72,59,76,60,1166,52,61,384,93,58,,1454.95,917.72,1152.09,1013.23,32433.61,803.93,985.25,9595.82,2316.74,1005.03
1--3--3--1,19.563,18.218,15.342,15.410,27.177,15.225,17.767,23.794,12.745,18.337,,42,35,23,44,748,37,33,35,35,29,,821.65,637.63,352.87,678.06,20328.07,563.31,586.33,832.80,446.08,531.78
1--3--3--2,18.413,13.246,15.776,15.359,25.889,14.118,14.891,23.128,13.525,18.005,,148,138,146,151,3373,150,132,175,155,140,,2725.17,1827.91,2303.26,2319.18,87324.97,2117.71,1965.65,4047.34,2096.42,2520.64
1--3--3--3,17.865,11.914,14.241,12.412,24.813,13.219,13.817,22.622,11.624,19.715,,35,29,22,31,561,36,27,190,32,26,,625.26,345.50,313.30,384.77,13919.92,475.89,373.05,4298.17,371.97,512.60
2--0--0--0,30.215,29.867,28.455,30.649,19.130,18.527,20.435,20.640,20.639,20.976,,80,56,49,1194,56,51,45,62,58,39,,2417.20,1672.53,1394.29,36595.22,1071.26,944.85,919.56,1279.66,1197.05,818.07
2--0--0--1,21.430,29.009,28.257,30.019,16.336,21.540,21.594,20.638,25.284,21.505,,5,17,23,103,5,4,5,10,6,8,,107.15,493.15,649.91,3091.91,81.68,86.16,107.97,206.38,151.70,172.04
2--0--0--2,28.008,28.209,28.306,18.582,17.540,19.770,21.851,17.978,23.030,21.767,,104,311,2594,115,129,126,131,110,121,114,,2912.83,8772.95,73425.60,2136.92,2262.69,2490.98,2862.42,1977.62,2786.61,2481.45
2--0--0--3,26.324,28.391,25.801,17.456,21.600,20.231,24.264,18.289,23.183,23.450,,18,109,4,7,5,6,7,7,9,14,,473.83,3094.63,103.20,122.19,108.00,121.39,169.85,128.02,208.65,328.29
2--0--1--0,29.915,31.001,30.935,32.113,17.008,25.124,18.097,20.482,21.846,22.780,,8,5,15,188,7,4,9,6,5,4,,239.32,155.01,464.02,6037.15,119.06,100.50,162.87,122.89,109.23,91.12
2--0--1--1,0.000,0.000,0.000,20.251,0.000,0.000,20.769,20.472,23.946,17.728,,0,0,0,2,0,0,1,3,22,1,,0.00,0.00,0.00,40.50,0.00,0.00,20.77,61.42,526.81,17.73
2--0--1--2,24.417,27.062,31.252,22.135,18.191,21.744,25.292,24.062,19.916,23.355,,4,16,126,2,8,7,3,7,4,8,,97.67,432.99,3937.69,44.27,145.53,152.21,75.88,168.43,79.66,186.84
2--0--1--3,25.707,24.849,24.634,17.904,0.000,0.000,23.512,0.000,21.306,24.256,,35,5,2,2,0,0,1,0,3,6,,899.76,124.25,49.27,35.81,0.00,0.00,23.51,0.00,63.92,145.53
2--0--2--0,27.121,28.455,17.945,18.477,15.942,24.682,24.483,23.696,22.525,17.754,,174,737,38,38,45,29,33,35,41,27,,4719.04,20971.41,681.92,702.14,717.40,715.78,807.93,829.36,923.52,479.35
2--0--2--1,22.480,24.602,18.378,13.231,20.558,20.423,25.548,24.037,23.670,21.018,,5,1,7,9,4,6,90,2,8,16,,112.40,24.60,128.65,119.08,82.23,122.54,2299.29,48.07,189.36,336.30
2--0--2--2,26.457,25.575,17.256,14.746,17.895,22.834,17.634,21.325,15.262,20.719,,661,44,43,21,34,25,33,54,25,32,,17488.01,1125.30,742.00,309.66,608.43,570.85,581.92,1151.57,381.55,663.02
2--0--2--3,24.005,24.747,18.299,5.189,14.635,18.749,16.768,23.037,20.768,21.387,,23,133,1,3,6,10,11,5,5,13,,552.12,3291.36,18.30,15.57,87.81,187.49,184.45,115.19,103.84,278.03
2--0--3--0,25.469,24.416,16.423,16.907,21.715,28.103,23.033,26.403,27.286,23.756,,10,5,4,2,4,10,4,2,52,4,,254.69,122.08,65.69,33.81,86.86,281.03,92.13,52.81,1418.86,95.02
2--0--3--1,28.633,28.546,12.162,23.755,15.177,27.970,15.405,27.534,0.000,21.354,,12,5,1,1,6,1,3,3,0,2,,343.60,142.73,12.16,23.75,91.06,27.97,46.21,82.60,0.00,42.71
2--0--3--2,26.266,24.184,17.284,11.837,17.760,24.661,18.542,25.441,16.404,20.558,,61,18,7,6,6,74,9,5,5,4,,1602.21,435.32,120.99,71.02,106.56,1824.92,166.87,127.20,82.02,82.23
2--0--3--3,16.143,25.197,16.506,13.336,20.808,20.135,17.282,21.687,0.000,15.238,,2,43,2,1,2,4,4,1,0,3,,32.29,1083.46,33.01,13.34,41.62,80.54,69.13,21.69,0.00,45.72
2--1--0--0,29.631,33.406,33.507,33.937,23.685,23.693,23.692,19.909,19.793,20.012,,5982,6712,6100,81401,6050,5992,5922,6065,6142,6001,,177254.73,224219.85,204393.62,2762544.81,143292.67,141966.69,140306.35,120748.84,121566.06,120093.01
2--1--0--1,28.302,32.499,32.414,18.641,22.749,22.598,24.809,19.276,20.585,20.955,,690,14551,1662,726,696,704,703,654,723,690,,19528.39,472886.57,53872.66,13533.09,15833.15,15909.21,17441.00,12606.62,14882.62,14459.04
2--1--0--2,27.625,31.625,32.353,18.028,21.769,21.782,25.654,17.963,21.950,21.963,,12781,12757,96752,12768,12802,12739,12749,12694,13025,12878,,353075.42,403440.61,3130256.10,230182.62,278686.47,277479.06,327064.97,228018.25,285900.78,282841.17
2--1--0--3,26.611,30.444,30.478,16.750,20.402,20.623,16.839,17.102,22.779,22.869,,604,10712,3796,633,624,582,580,582,622,596,,16072.79,326116.53,115692.60,10602.89,12730.66,12002.69,9766.79,9953.52,14168.67,13629.74
2--1--1--0,28.734,32.502,18.941,18.786,22.854,25.612,25.530,21.910,21.786,19.238,,1024,22198,999,981,996,1061,998,1042,947,1012,,29423.68,721483.52,18922.00,18429.37,22762.41,27174.76,25478.84,22829.93,20631.12,19468.80
2--1--1--1,27.091,31.380,18.661,18.514,20.724,24.315,27.036,20.477,22.417,19.149,,153,3490,129,143,162,165,186,136,180,155,,4144.85,109515.40,2407.31,2647.48,3357.27,4012.00,5028.76,2784.87,4035.02,2968.07
2--1--1--2,26.228,30.508,16.653,17.526,21.117,24.016,16.746,19.796,24.285,21.149,,612,13754,604,611,556,608,605,593,591,598,,16051.26,419606.84,10058.59,10708.09,11741.24,14601.61,10131.14,11738.92,14352.32,12647.08
2--1--1--3,25.732,29.503,15.909,15.997,19.460,22.318,16.211,19.458,15.856,22.510,,161,4191,214,180,192,174,168,182,189,170,,4142.81,123645.48,3404.51,2879.43,3736.35,3883.28,2723.37,3541.34,2996.72,3826.76
2--1--2--0,27.452,31.866,17.965,17.923,21.813,27.735,27.657,24.011,23.977,17.953,,4233,65669,4289,4282,4320,4178,4222,4310,4149,4212,,116204.93,2092626.96,77052.32,76746.83,94231.76,115876.37,116767.77,103485.97,99479.89,75618.60
2--1--2--1,26.522,30.452,16.916,16.724,20.731,26.376,16.906,23.301,25.180,18.766,,485,11753,526,534,516,502,549,499,499,502,,12863.29,357901.36,8897.91,8930.51,10697.41,13240.89,9281.31,11627.32,12564.70,9420.55
2--1--2--2,25.524,29.734,15.999,16.062,19.805,25.749,15.995,21.877,15.989,19.765,,3492,57820,3334,3371,3450,3457,3355,3438,3414,3430,,89129.41,1719243.40,53340.44,54144.19,68327.30,89012.78,53663.06,75212.48,54585.46,67792.88
2--1--2--3,24.627,28.472,14.131,15.179,19.026,24.652,14.826,20.738,14.811,20.960,,716,15716,695,691,725,723,656,718,701,713,,17633.13,447467.47,9821.27,10488.42,13794.10,17823.70,9725.63,14889.73,10382.32,14944.63
2--1--3--0,26.613,30.485,16.977,17.670,20.316,17.428,17.538,25.653,26.151,16.811,,336,7401,337,308,317,320,297,307,298,312,,8942.12,225615.93,5721.23,5442.29,6440.05,5576.81,5208.71,7875.36,7793.12,5245.10
2--1--3--1,25.315,29.460,17.318,16.430,19.896,16.321,16.528,25.020,15.330,17.079,,175,3607,168,159,149,162,159,162,142,156,,4430.08,106263.64,2909.43,2612.36,2964.45,2644.08,2627.92,4053.27,2176.88,2664.36
2--1--3--2,24.567,28.541,14.956,15.150,18.495,14.864,15.023,24.001,14.480,17.915,,699,15951,676,714,688,693,709,693,697,720,,17172.20,455257.33,10110.43,10817.10,12724.43,10300.72,10651.40,16632.46,10092.52,12898.74
2--1--3--3,24.328,27.657,13.671,14.239,17.537,13.832,13.966,22.997,14.230,20.178,,283,3481,138,151,167,164,148,166,147,156,,6884.72,96272.99,1886.65,2150.06,2928.62,2268.45,2066.93,3817.52,2091.87,3147.74
2--2--0--0,29.860,19.086,19.216,19.095,26.760,26.793,26.745,19.110,19.146,19.080,,99879,23731,23749,23817,23669,23615,23608,23622,23415,23625,,2982425.93,452934.68,456368.36,454782.36,633380.79,632725.73,631393.15,451406.71,448307.94,450759.02
2--2--0--1,28.135,18.282,17.929,18.096,25.636,25.815,27.490,17.970,19.902,20.022,,52287,3010,2835,3028,2918,2947,3229,2990,3031,2891,,1471075.72,55030.22,50829.61,54795.03,74804.67,76076.12,88765.94,53731.54,60323.63,57884.30
2--2--0--2,27.860,17.209,17.263,17.304,24.901,24.931,17.215,17.316,21.222,21.285,,135313,44720,44825,44768,44977,44981,44879,44842,44677,44701,,3769845.56,769587.30,773815.05,774674.37,1119958.83,1121429.06,772588.96,776498.57,948149.11,951441.04
2--2--0--3,26.089,16.029,16.058,16.009,23.505,23.520,15.998,16.075,22.220,22.165,,47750,2640,2592,2570,2666,2687,2710,2587,2650,2638,,1245761.13,42315.26,41622.16,41144.10,62665.40,63197.65,43354.17,41585.46,58883.61,58471.05
2--2--1--0,27.887,17.966,18.152,18.066,25.583,29.168,28.660,20.988,21.021,17.911,,6096,4328,4396,4457,4340,65308,4434,4410,4457,4330,,170001.95,77755.69,79798.35,80521.54,111028.93,1904904.91,127079.12,92558.25,93690.06,77554.39
2--2--1--1,26.457,16.599,17.210,16.901,24.467,27.961,17.118,20.198,21.914,19.432,,1354,575,647,647,639,13451,640,606,650,660,,35822.34,9544.54,11135.03,10935.07,15634.62,376110.09,10955.83,12240.20,14244.11,12824.82
2--2--1--2,25.758,15.842,15.886,16.195,23.697,26.967,16.132,18.922,23.219,20.231,,4185,2618,2580,2540,2525,45511,2504,2527,2547,2553,,107796.32,41474.70,40986.28,41136.55,59834.20,1227292.35,40394.46,47815.95,59138.05,51650.94
2--2--1--3,24.845,14.977,14.732,15.042,22.764,25.857,15.235,18.006,15.330,20.625,,3304,793,795,710,829,14856,768,805,797,750,,82088.29,11876.71,11711.67,10679.94,18871.27,384135.64,11700.14,14494.89,12217.89,15468.45
2--2--2--0,27.800,17.076,17.051,17.056,24.794,17.109,17.053,23.149,23.059,17.093,,99190,17162,17054,17146,17406,17202,17311,17259,17229,17240,,2757527.83,293065.22,290785.81,292441.20,431569.89,294300.45,295196.21,399534.65,397282.97,294683.75
2--2--2--1,26.067,15.626,15.983,15.889,23.707,15.875,16.133,22.195,24.196,17.913,,40653,2077,2222,2225,2152,2109,2203,2173,3353,2102,,1059710.20,32454.98,35515.14,35352.96,51018.16,33480.85,35540.19,48228.85,81130.48,37653.01
2--2--2--2,25.729,14.997,14.952,15.017,22.585,15.087,15.105,21.119,15.036,19.068,,97947,14029,14037,14206,13785,13934,13929,14159,13811,13955,,2520073.49,210396.86,209884.25,213336.96,311331.79,210225.57,210392.40,299020.12,207667.10,266087.23
2--2--2--3,24.082,14.119,14.008,13.985,21.762,13.985,14.020,19.918,13.873,20.198,,53075,2932,3065,3026,3425,3022,2978,3032,3062,3004,,1278154.76,41398.05,42933.20,42318.65,74536.14,42262.59,41750.44,60392.10,42478.99,60673.64
2--2--3--0,26.013,16.047,15.834,16.145,24.086,16.176,16.043,25.151,24.946,15.762,,20036,1377,1345,1351,1307,1322,1389,9392,1317,1324,,521189.42,22096.04,21296.80,21811.72,31480.13,21384.80,22283.62,236217.32,32854.51,20868.43
2--2--3--1,24.890,15.106,15.099,14.636,22.669,15.370,15.471,24.022,15.082,17.062,,15116,692,649,692,655,727,698,694,647,674,,376239.66,10453.41,9799.06,10128.32,14848.43,11174.18,10798.85,16671.13,9758.10,11499.56
2--2--3--2,24.132,14.111,13.837,14.257,21.671,14.060,14.002,22.902,13.918,17.948,,52521,3061,3018,2964,2986,2961,2923,2955,3034,2948,,1267450.44,43194.29,41759.81,42257.69,64708.36,41632.58,40926.88,67675.74,42225.79,52909.72
2--2--3--3,22.916,13.271,13.281,13.173,21.007,12.805,13.114,21.762,12.684,18.968,,15198,710,634,621,630,641,683,598,613,695,,348280.50,9422.47,8420.23,8180.69,13234.46,8207.92,8957.18,13013.85,7775.46,13183.09
2--3--0--0,28.078,18.395,18.383,18.360,29.560,30.210,29.647,18.314,18.205,18.125,,5248,5219,5249,5074,5352,72759,5682,5186,5244,5346,,147354.79,96001.48,96490.16,93160.50,158203.02,2198059.34,168453.11,94975.51,95464.66,96897.15
2--3--0--1,27.363,17.414,17.717,16.653,28.597,28.582,17.680,16.984,19.559,19.369,,617,601,555,589,12621,1617,571,603,599,575,,16882.94,10465.65,9832.70,9808.69,360924.90,46216.63,10095.24,10241.51,11715.84,11136.95
2--3--0--2,25.988,16.376,16.294,16.374,28.552,27.683,16.314,16.231,20.352,20.197,,11094,11165,11247,11316,95018,11164,11234,11016,11166,11171,,288310.49,182833.53,183263.90,185285.02,2712913.14,309050.65,183270.49,178803.93,227251.76,225622.45
2--3--0--3,24.336,15.659,14.915,15.130,26.642,26.440,14.988,15.548,20.711,21.126,,556,498,534,461,12094,584,511,509,539,537,,13530.96,7798.23,7964.44,6975.16,322202.61,15441.02,7659.12,7914.16,11163.19,11344.58
2--3--1--0,26.670,17.431,17.284,17.171,28.743,17.463,17.284,19.755,20.440,17.569,,886,905,866,870,19390,930,884,887,866,888,,23629.49,15774.88,14968.36,14938.68,557320.82,16240.60,15279.33,17522.72,17701.38,15601.55
2--3--1--1,26.245,17.018,15.866,16.382,27.799,17.140,15.805,19.082,20.772,17.777,,211,132,116,142,2908,117,138,121,128,120,,5537.61,2246.41,1840.42,2326.23,80839.90,2005.37,2181.09,2308.93,2658.78,2133.23
2--3--1--2,25.045,15.059,15.303,15.295,26.803,15.435,14.758,18.250,22.043,19.154,,519,548,551,509,11748,499,497,539,518,489,,12998.54,8252.35,8431.99,7785.36,314880.73,7701.89,7334.89,9836.67,11418.25,9366.19
2--3--1--3,23.843,14.482,14.750,14.091,25.817,14.373,14.953,17.111,14.320,19.796,,168,146,170,158,3681,139,137,161,165,156,,4005.70,2114.39,2507.43,2226.37,95031.48,1997.81,2048.60,2754.86,2362.75,3088.17
2--3--2--0,26.061,16.407,16.202,16.336,28.077,16.152,16.129,22.091,22.224,16.044,,3660,3704,3611,3632,61637,3716,3646,3667,3656,3613,,95381.91,60770.17,58503.65,59333.90,1730586.45,60020.97,58806.67,81008.20,81251.94,57967.55
2--3--2--1,24.772,15.092,14.903,15.260,26.661,14.961,15.265,21.098,23.630,17.426,,451,456,441,474,10028,472,424,414,444,414,,11172.01,6882.06,6572.30,7233.09,267353.29,7061.76,6472.54,8734.76,10491.55,7214.30
2--3--2--2,24.116,14.258,14.280,14.253,26.038,14.261,14.155,20.199,14.212,18.168,,2941,2937,2961,3026,52249,3022,2893,2970,2928,2887,,70925.55,41875.00,42281.84,43130.32,1360458.22,43096.28,40950.80,59989.58,41612.83,52451.69
2--3--2--3,22.729,13.558,12.966,13.060,24.759,13.607,13.440,18.993,12.683,19.333,,1488,591,589,612,12994,623,605,590,647,599,,33820.42,8012.87,7636.95,7992.75,321716.33,8477.25,8131.30,11205.94,8206.22,11580.71
2--3--3--0,24.655,15.142,15.940,15.322,26.773,15.523,15.681,24.047,24.287,15.442,,289,264,278,293,6492,245,236,314,324,269,,7125.42,3997.45,4431.19,4489.45,173810.32,3803.16,3700.60,7550.79,7868.99,4153.78
2--3--3--1,23.938,12.734,14.155,13.516,25.761,15.450,13.809,23.819,14.962,16.466,,201,120,161,133,3067,126,126,132,142,132,,4811.62,1528.06,2278.89,1797.59,79008.77,1946.72,1739.93,3144.07,2124.59,2173.55
2--3--3--2,22.983,13.508,13.271,13.342,24.736,13.438,13.148,22.220,13.273,17.136,,659,605,628,640,13889,583,652,567,591,568,,15146.01,8172.33,8334.27,8539.01,343554.11,7834.56,8572.19,12598.77,7844.50,9733.49
2--3--3--3,20.642,12.805,12.053,12.439,23.701,12.503,13.061,20.944,12.534,18.352,,195,123,136,147,3175,140,127,125,134,141,,4025.11,1575.05,1639.16,1828.47,75250.19,1750.49,1658.69,2617.95,1679.56,2587.67
3--0--0--0,33.834,33.446,34.864,33.164,20.240,19.086,19.363,20.696,16.905,18.942,,9,16,226,16,5,8,11,12,11,13,,304.50,535.14,7879.31,530.63,101.20,152.69,213.00,248.36,185.96,246.24
3--0--0--1,33.771,0.000,0.000,0.000,21.908,0.000,0.000,0.000,25.731,0.000,,26,0,0,0,2,0,0,0,2,0,,878.04,0.00,0.00,0.00,43.82,0.00,0.00,0.00,51.46,0.00
3--0--0--2,32.694,31.985,32.086,20.678,20.027,16.788,21.794,17.546,19.731,19.894,,503,68,28,25,28,20,19,24,21,30,,16444.85,2174.98,898.40,516.95,560.75,335.76,414.09,421.11,414.35,596.82
3--0--0--3,0.000,33.081,0.000,16.550,0.000,0.000,21.125,10.250,0.000,31.075,,0,19,0,1,0,0,13,1,0,1,,0.00,628.53,0.00,16.55,0.00,0.00,274.62,10.25,0.00,31.07
3--0--1--0,33.992,33.859,20.660,0.000,0.000,19.378,16.894,9.841,21.654,18.156,,12,23,5,0,0,2,2,1,11,2,,407.91,778.75,103.30,0.00,0.00,38.76,33.79,9.84,238.19,36.31
3--0--1--1,0.000,0.000,0.000,0.000,0.000,22.534,32.517,24.842,19.349,0.000,,0,0,0,0,0,2,1,4,5,0,,0.00,0.00,0.00,0.00,0.00,45.07,32.52,99.37,96.74,0.00
3--0--1--2,32.914,0.000,0.000,0.000,11.335,0.000,0.000,19.725,17.665,0.000,,29,0,0,0,1,0,0,5,1,0,,954.51,0.00,0.00,0.00,11.33,0.00,0.00,98.62,17.66,0.00
3--0--1--3,0.000,26.744,0.000,0.000,9.144,0.000,0.000,0.000,0.000,0.000,,0,6,0,0,3,0,0,0,0,0,,0.00,160.47,0.00,0.00,27.43,0.00,0.00,0.00,0.00,0.00
3--0--2--0,32.434,30.585,16.594,18.976,18.496,22.692,22.905,27.861,23.220,14.730,,170,14,7,15,7,4,6,8,5,4,,5513.77,428.19,116.16,284.64,129.47,90.77,137.43,222.89,116.10,58.92
3--0--2--1,27.175,30.883,18.144,18.184,0.000,19.149,0.000,18.231,25.052,16.074,,5,22,1,2,0,6,0,1,1,1,,135.87,679.42,18.14,36.37,0.00,114.89,0.00,18.23,25.05,16.07
3--0--2--2,31.117,30.008,21.914,18.822,18.090,23.208,14.934,23.837,14.039,14.514,,74,89,4,7,11,7,5,5,11,6,,2302.67,2670.70,87.66,131.75,198.99,162.46,74.67,119.19,154.43,87.09
3--0--2--3,25.310,29.217,0.000,0.000,0.000,0.000,10.271,20.298,10.414,10.184,,1,23,0,0,0,0,1,1,6,1,,25.31,672.00,0.00,0.00,0.00,0.00,10.27,20.30,62.48,10.18
3--0--3--0,0.000,31.074,0.000,15.001,24.710,0.000,18.421,0.000,27.824,17.589,,0,14,0,1,1,0,1,0,1,2,,0.00,435.03,0.00,15.00,24.71,0.00,18.42,0.00,27.82,35.18
3--0--3--1,0.000,0.000,0.000,20.477,0.000,26.818,0.000,0.000,0.000,0.000,,0,0,0,2,0,6,0,0,0,0,,0.00,0.00,0.00,40.95,0.00,160.91,0.00,0.00,0.00,0.00
3--0--3--2,0.000,31.404,11.941,11.032,14.730,25.726,7.004,23.531,0.000,13.912,,0,20,1,1,4,3,3,1,0,2,,0.00,628.09,11.94,11.03,58.92,77.18,21.01,23.53,0.00,27.82
3--0--3--3,25.281,0.000,0.000,11.409,0.000,0.000,0.000,0.000,0.000,26.929,,3,0,0,2,0,0,0,0,0,2,,75.84,0.00,0.00,22.82,0.00,0.00,0.00,0.00,0.00,53.86
3--1--0--0,33.783,18.637,18.782,19.338,22.424,22.741,22.724,18.973,18.895,18.824,,26083,1225,1213,1241,1241,1286,1217,1241,1220,1258,,881167.80,22830.14,22782.96,23997.94,27828.37,29244.92,27655.28,23545.22,23052.14,23680.38
3--1--0--1,32.652,17.791,17.623,18.140,20.935,21.056,24.090,18.253,19.700,19.943,,3273,142,160,152,129,140,144,136,146,124,,106871.22,2526.32,2819.64,2757.26,2700.68,2947.79,3468.91,2482.46,2876.20,2472.92
3--1--0--2,31.948,16.939,17.021,16.839,20.702,20.741,24.848,16.982,21.014,20.835,,48461,2635,2758,2691,2632,2551,2724,2640,2720,2751,,1548242.92,44633.66,46944.04,45314.72,54486.69,52910.59,67684.60,44832.15,57157.56,57317.78
3--1--0--3,30.721,15.748,15.913,16.176,20.489,20.441,16.489,16.298,21.900,21.975,,2964,104,102,120,140,120,134,128,132,105,,91057.65,1637.76,1623.08,1941.13,2868.42,2452.90,2209.53,2086.10,2890.75,2307.40
3--1--1--0,32.429,18.413,17.802,18.127,22.420,23.988,24.696,21.105,21.423,17.010,,4709,199,217,191,215,198,232,217,194,227,,152709.24,3664.24,3863.09,3462.19,4820.20,4749.63,5729.48,4579.88,4156.05,3861.23
3--1--1--1,31.574,15.765,16.399,19.327,21.232,24.613,25.735,21.572,22.193,17.032,,610,34,29,29,26,34,74,28,28,20,,19259.93,535.99,475.56,560.47,552.03,836.86,1904.38,604.02,621.41,340.63
3--1--1--2,30.782,15.544,15.285,16.198,19.877,23.344,17.397,18.433,23.383,19.133,,2866,120,103,124,116,130,103,132,116,120,,88222.32,1865.33,1574.35,2008.61,2305.71,3034.71,1791.90,2433.11,2712.46,2295.98
3--1--1--3,29.922,13.385,16.360,14.398,18.275,20.871,15.448,17.718,16.497,19.098,,767,45,23,37,40,38,37,24,48,116,,22950.40,602.34,376.29,532.72,731.01,793.08,571.56,425.23,791.87,2215.35
3--1--2--0,31.753,17.085,17.298,16.844,20.702,26.650,26.490,23.248,22.789,17.009,,18917,888,854,851,869,888,857,909,860,850,,600667.91,15171.66,14772.85,14334.64,17990.43,23664.92,22701.97,21132.55,19598.16,14457.31
3--1--2--1,30.477,15.517,15.563,16.478,21.116,25.212,15.644,21.368,23.580,18.780,,2356,107,100,94,89,104,110,108,112,125,,71804.69,1660.32,1556.27,1548.92,1879.29,2622.08,1720.87,2307.72,2641.00,2347.51
3--1--2--2,29.688,14.309,14.946,15.254,18.316,24.466,14.971,20.963,14.512,18.817,,15471,677,735,736,679,686,662,672,668,671,,459296.91,9686.93,10985.52,11227.11,12436.64,16783.38,9911.00,14087.36,9693.82,12626.23
3--1--2--3,28.749,13.534,14.039,13.426,17.579,23.694,13.758,20.343,14.747,19.925,,3371,148,144,142,141,203,137,134,147,136,,96912.27,2003.05,2021.58,1906.55,2478.62,4809.83,1884.82,2725.96,2167.83,2709.79
3--1--3--0,30.665,16.382,14.874,16.105,17.914,16.902,15.026,25.136,25.087,17.694,,1453,76,58,57,73,85,62,70,74,65,,44556.56,1245.03,862.67,917.98,1307.76,1436.70,931.59,1759.55,1856.44,1150.10
3--1--3--1,29.970,17.250,14.535,16.213,18.640,15.821,11.874,22.995,17.814,18.516,,772,29,43,26,30,25,40,25,27,17,,23136.63,500.26,625.02,421.53,559.20,395.52,474.98,574.87,480.97,314.77
3--1--3--2,28.510,14.843,13.948,13.815,17.039,13.253,12.746,22.724,13.622,17.314,,3268,137,149,144,154,147,133,125,143,160,,93172.17,2033.43,2078.27,1989.37,2623.93,1948.14,1695.16,2840.44,1947.96,2770.22
3--1--3--3,27.870,14.045,13.002,13.644,16.136,13.085,13.327,23.357,15.970,20.787,,686,39,31,31,38,41,26,35,25,30,,19118.69,547.77,403.08,422.98,613.16,536.47,346.49,817.51,399.24,623.61
3--2--0--0,33.321,18.273,18.261,18.286,25.958,25.918,25.919,18.149,18.215,18.405,,73475,5287,5176,5311,5373,5196,5189,5232,5287,5114,,2448284.29,96609.64,94521.06,97116.20,139474.78,134669.27,134493.83,94958.05,96303.26,94125.21
3--2--0--1,31.754,17.183,17.243,16.900,24.979,24.894,26.788,17.013,19.965,18.833,,13711,606,603,628,689,600,566,577,596,646,,435374.36,10413.16,10397.28,10612.92,17210.72,14936.61,15161.84,9816.38,11899.43,12166.09
