,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
3--2--0--2,31.629,16.235,16.347,16.279,24.003,23.835,16.215,16.212,20.330,20.293,,100316,11094,11004,11241,11085,11056,10954,11190,11155,11242,,3172904.83,180113.17,179885.27,182993.86,266070.65,263514.93,177623.83,181412.36,226784.72,228137.23
3--2--0--3,29.869,15.402,15.850,15.189,22.577,23.390,14.889,15.079,21.152,20.745,,12204,492,546,543,531,562,524,543,509,530,,364526.89,7577.67,8654.21,8247.69,11988.46,13145.05,7801.71,8187.77,10766.35,10994.61
3--2--1--0,31.857,17.409,17.153,17.446,25.312,28.139,28.222,20.658,19.974,17.364,,19554,867,873,919,910,881,918,860,868,877,,622940.36,15093.44,14974.74,16033.28,23033.86,24790.12,25907.67,17766.20,17337.55,15227.83
3--2--1--1,30.774,15.868,16.382,16.824,23.559,26.078,15.911,18.904,20.987,19.265,,3052,130,141,149,124,114,142,121,141,118,,93923.75,2062.88,2309.88,2506.75,2921.27,2972.88,2259.38,2287.40,2959.23,2273.27
3--2--1--2,29.835,15.290,15.243,15.199,22.810,26.037,15.039,18.720,22.239,19.199,,11933,537,487,508,567,538,505,539,531,517,,356025.22,8210.84,7423.11,7720.87,12933.12,14008.17,7594.47,10089.90,11809.07,9926.03
3--2--1--3,29.070,14.121,14.004,13.489,21.241,24.794,14.166,16.119,13.970,20.677,,3591,147,161,155,204,171,152,156,144,172,,104388.67,2075.74,2254.72,2090.83,4333.09,4239.74,2153.23,2514.57,2011.64,3556.36
3--2--2--0,31.180,16.158,16.197,16.372,23.856,16.369,16.051,22.225,22.191,16.327,,60244,3608,3666,3534,3680,3712,3682,3716,3734,3708,,1878435.66,58297.20,59378.04,57859.37,87790.26,60761.73,59097.97,82588.61,82860.88,60541.43
3--2--2--1,29.840,15.634,15.113,15.542,22.320,15.441,15.277,21.455,23.869,17.152,,10170,468,453,495,436,457,462,399,434,448,,303475.21,7316.58,6846.04,7693.35,9731.60,7056.47,7057.86,8560.67,10359.30,7683.96
3--2--2--2,29.062,14.154,14.169,14.209,21.873,14.314,14.102,20.241,14.089,18.221,,52210,2929,3028,2842,2928,3005,2933,2983,2925,2897,,1517351.06,41456.78,42904.40,40380.73,64043.86,43012.46,41362.10,60379.91,41208.99,52786.25
3--2--2--3,27.808,13.827,13.586,13.509,20.575,13.155,13.275,19.162,12.935,19.074,,13731,620,586,611,643,605,607,665,665,592,,381828.72,8572.70,7961.16,8253.72,13229.83,7958.92,8057.68,12742.56,8601.84,11292.04
3--2--3--0,29.817,15.055,14.901,14.554,23.014,15.479,15.201,23.859,24.290,15.916,,6319,298,256,256,247,289,289,304,266,274,,188415.80,4486.31,3814.56,3725.80,5684.50,4473.47,4393.10,7253.20,6461.02,4361.11
3--2--3--1,28.730,14.718,15.863,14.080,22.514,14.142,14.537,23.741,15.093,16.357,,3287,140,120,130,121,135,134,127,127,124,,94436.69,2060.53,1903.57,1830.38,2724.16,1909.21,1947.91,3015.09,1916.75,2028.25
3--2--3--2,27.915,12.976,13.382,13.388,20.640,12.980,12.956,22.474,13.034,16.604,,13572,592,612,538,620,615,575,638,650,581,,378867.26,7682.03,8189.91,7202.74,12796.79,7982.99,7449.68,14338.21,8472.20,9646.81
3--2--3--3,26.946,12.165,11.765,12.818,19.401,13.173,13.205,20.760,12.793,17.839,,3254,136,120,139,165,133,132,121,139,142,,87681.64,1654.47,1411.74,1781.64,3201.21,1752.01,1743.09,2511.93,1778.21,2533.20
3--3--0--0,32.059,17.490,16.991,17.665,29.335,28.919,29.102,17.720,17.037,17.841,,22836,1080,1095,1077,1056,1088,1068,1112,1044,1086,,732098.53,18889.41,18605.19,19024.91,30978.10,31464.08,31080.61,19705.07,17787.06,19375.07
3--3--0--1,31.227,16.289,17.098,16.447,28.028,28.027,17.313,16.290,19.369,19.608,,2866,127,117,103,117,162,140,109,113,111,,89497.71,2068.72,2000.43,1694.01,3279.31,4540.36,2423.88,1775.61,2188.70,2176.50
3--3--0--2,30.312,15.493,15.492,15.784,26.748,26.970,15.465,15.528,19.371,19.637,,43672,2294,2314,2335,2287,2270,2384,2272,2299,2250,,1323802.76,35540.37,35849.21,36855.75,61172.97,61221.80,36868.32,35279.98,44533.85,44184.02
3--3--0--3,29.144,14.460,14.635,13.645,26.279,26.039,14.184,12.789,19.653,20.731,,2467,89,112,103,135,105,122,94,107,98,,71898.77,1286.97,1639.07,1405.47,3547.62,2734.07,1730.50,1202.13,2102.90,2031.65
3--3--1--0,30.952,16.599,15.790,15.815,27.302,15.863,16.124,20.290,19.288,16.397,,4202,164,177,176,207,186,167,162,193,203,,130060.98,2722.23,2794.83,2783.38,5651.54,2950.51,2692.64,3287.04,3722.58,3328.68
3--3--1--1,30.195,14.988,14.788,15.889,26.347,15.388,15.370,17.263,20.380,17.248,,551,23,30,30,30,27,40,25,21,31,,16637.27,344.72,443.64,476.66,790.41,415.49,614.82,431.58,427.98,534.69
3--3--1--2,29.229,14.139,14.319,14.572,26.096,14.912,15.106,16.240,22.639,19.828,,2412,105,91,91,106,90,101,106,96,100,,70501.17,1484.59,1303.01,1326.02,2766.17,1342.10,1525.71,1721.47,2173.32,1982.81
3--3--1--3,28.263,14.748,14.393,13.374,23.341,13.225,15.170,18.422,14.172,18.539,,725,37,24,33,33,30,29,29,38,35,,20490.93,545.68,345.44,441.35,770.24,396.75,439.93,534.23,538.53,648.86
3--3--2--0,30.195,15.640,14.820,15.454,26.801,15.912,15.424,21.234,20.946,15.564,,16676,706,749,725,781,710,704,727,785,716,,503536.63,11041.77,11100.11,11204.19,20931.86,11297.59,10858.28,15436.91,16442.97,11143.55
3--3--2--1,29.156,13.952,13.244,13.010,26.210,15.226,14.276,21.179,21.017,15.916,,2162,87,80,82,98,92,91,83,81,101,,63034.49,1213.80,1059.48,1066.78,2568.60,1400.79,1299.14,1757.89,1702.37,1607.47
3--3--2--2,28.149,13.325,13.195,13.672,24.728,13.609,13.818,19.289,13.652,17.156,,13461,580,602,617,584,603,565,603,608,624,,378914.99,7728.52,7943.32,8435.46,14440.94,8206.53,7807.45,11631.18,8300.39,10705.19
3--3--2--3,26.930,11.209,11.409,12.692,24.709,12.679,13.131,17.712,12.055,18.525,,2804,114,116,125,129,105,86,145,131,137,,75510.99,1277.88,1323.40,1586.47,3187.43,1331.26,1129.23,2568.29,1579.19,2537.96
3--3--3--0,28.869,14.417,14.298,13.740,26.079,14.248,13.917,22.395,23.277,14.678,,1267,57,52,51,51,52,52,66,51,62,,36576.72,821.75,743.50,700.73,1330.04,740.90,723.71,1478.04,1187.12,910.03
3--3--3--1,28.095,15.015,12.937,16.535,26.525,15.274,13.508,23.372,13.269,15.704,,596,41,42,17,18,36,30,32,20,31,,16744.37,615.62,543.35,281.09,477.44,549.86,405.23,747.89,265.37,486.83
3--3--3--2,27.045,12.472,11.999,13.372,23.437,12.253,13.984,21.073,12.496,15.552,,2715,111,117,132,230,151,133,152,107,118,,73427.46,1384.43,1403.89,1765.11,5390.45,1850.18,1859.93,3203.10,1337.12,1835.13
3--3--3--3,26.121,11.308,11.856,12.369,24.109,10.337,10.601,20.127,12.292,17.971,,636,24,20,24,36,18,35,18,21,32,,16613.25,271.39,237.12,296.86,867.91,186.07,371.03,362.28,258.13,575.07
,,,,,,,,,,,,1511799,891925,472056,361354,677109,525192,292388,288053,274228,272204,,28.54,27.29,24.48,21.67,26.52,25.60,20.59,19.79,20.18,19.73
