,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
0--2--3--0,-2.326,3.84,-2.259,-1.901,4.029,-2.314,0,6.597,6.645,-2.54,,4,5,3,1,2,3,0,4,66,2,,-9.305,19.201,-6.778,-1.901,8.057,-6.943,0,26.388,438.563,-5.081
0--2--3--1,-3.514,3.008,-3.2,0,2.759,-3.762,-3.733,5.631,-3.373,0,,3,1,2,0,2,3,3,22,1,0,,-10.541,3.008,-6.399,0,5.517,-11.285,-11.199,123.89,-3.373,0
0--2--3--2,-4.353,1.979,-4.211,-4.395,1.986,-4.268,-4.313,4.599,-4.538,-0.33,,12,7,4,8,24,5,9,114,3,8,,-52.24,13.85,-16.845,-35.157,47.669,-21.341,-38.813,524.277,-13.613,-2.638
0--2--3--3,-5.151,0,-5.133,-5.16,1.002,-5.315,-5.132,3.693,-5.737,0.587,,2,0,2,2,2,2,1,28,2,1,,-10.303,0,-10.267,-10.32,2.003,-10.629,-5.132,103.406,-11.475,0.587
0--3--0--0,0.507,9.533,9.746,9.811,9.667,9.499,9.271,0.53,0.443,0.574,,10,9,19,235,18,11,4,9,7,13,,5.072,85.801,185.17,2305.648,174.004,104.488,37.083,4.774,3.099,7.458
0--3--0--1,-0.415,8.933,8.3,0,8.98,8.707,0,0,1.897,1.378,,1,2,1,0,9,15,0,0,1,6,,-0.415,17.866,8.3,0,80.816,130.6,0,0,1.897,8.269
0--3--0--2,-1.364,7.686,7.783,-1.394,7.801,7.753,-1.475,-1.38,2.529,2.432,,12,28,31,18,502,29,28,19,22,20,,-16.362,215.205,241.276,-25.086,3916.153,224.845,-41.312,-26.212,55.637,48.637
0--3--0--3,-2.636,0,0,0,0,0,0,-2.409,3.462,0,,1,0,0,0,0,0,0,1,31,0,,-2.636,0,0,0,0,0,0,-2.409,107.33,0
0--3--1--0,-0.361,8.821,0,0,8.015,-0.328,-0.488,2.524,2.867,-0.356,,4,35,0,0,1,2,5,3,1,1,,-1.443,308.749,0,0,8.015,-0.656,-2.438,7.572,2.867,-0.356
0--3--1--1,0,0,0,0,0,-1.734,0,1.524,0,0.338,,0,0,0,0,0,1,0,1,0,8,,0,0,0,0,0,-1.734,0,1.524,0,2.708
0--3--1--2,-2.324,0,0,-2.402,6.791,0,-2.431,0.268,0,1.778,,4,0,0,1,24,0,1,2,0,1,,-9.298,0,0,-2.402,162.983,0,-2.431,0.535,0,1.778
0--3--1--3,-3.578,0,-3.023,0,0,-3.011,0,0,-3.419,2.734,,2,0,1,0,0,1,0,0,1,2,,-7.156,0,-3.023,0,0,-3.011,0,0,-3.419,5.467
0--3--2--0,-1.596,7.79,-1.421,-1.648,7.741,-1.526,-1.463,4.347,4.632,-1.571,,10,160,7,9,10,12,5,10,4,8,,-15.963,1246.462,-9.948,-14.836,77.408,-18.315,-7.315,43.473,18.53,-12.568
0--3--2--1,-2.574,6.369,0,-2.213,6.634,0,0,3.795,5.386,-0.217,,2,1,0,1,15,0,0,1,7,1,,-5.149,6.369,0,-2.213,99.514,0,0,3.795,37.704,-0.217
0--3--2--2,-3.276,5.72,-3.425,-3.929,5.779,-3.441,-3.634,2.393,-3.459,0.894,,6,8,4,2,156,7,8,6,7,2,,-19.655,45.763,-13.7,-7.859,901.546,-24.086,-29.068,14.356,-24.21,1.789
0--3--2--3,0,0,0,-4.2,0,-4.263,-4.95,0,-4.644,1.554,,0,0,0,1,0,2,2,0,4,27,,0,0,0,-4.2,0,-8.526,-9.9,0,-18.575,41.961
0--3--3--0,-2.099,0,-2.115,-3.262,7.027,-2.666,-2.421,6.51,6.56,-2.892,,1,0,2,1,5,1,1,1,8,1,,-2.099,0,-4.23,-3.262,35.137,-2.666,-2.421,6.51,52.478,-2.892
0--3--3--1,0,5.906,0,0,5.819,0,0,0,0,0,,0,4,0,0,1,0,0,0,0,0,,0,23.624,0,0,5.819,0,0,0,0,0
0--3--3--2,-4.849,5.046,-4.431,-4.298,4.807,-5.233,0,4.57,-4.038,0,,3,12,2,3,17,1,0,1,1,0,,-14.547,60.548,-8.863,-12.895,81.726,-5.233,0,4.57,-4.038,0
0--3--3--3,-6.262,0,0,0,3.787,-5.642,-5.453,0,0,0,,1,0,0,0,3,1,1,0,0,0,,-6.262,0,0,0,11.362,-5.642,-5.453,0,0,0
1--0--0--0,4.783,4.812,4.792,4.818,0.61,0.781,0.591,0.642,0.639,0.85,,88,29,70,123,12,18,9,13,10,17,,420.905,139.559,335.412,592.65,7.323,14.054,5.321,8.343,6.394,14.443
1--0--0--1,4.075,3.91,0,5.854,-0.123,-0.595,2.11,-0.401,0,0,,3,1,0,32,2,4,1,1,0,0,,12.225,3.91,0,187.33,-0.245,-2.379,2.11,-0.401,0,0
1--0--0--2,2.744,2.754,2.731,6.819,-1.191,-1.177,2.764,-1.16,2.812,2.69,,29,36,27,584,20,24,30,28,29,26,,79.581,99.132,73.741,3982.424,-23.822,-28.249,82.911,-32.49,81.542,69.948
1--0--0--3,0,1.828,0,-2.071,-2.201,0,3.648,-2.271,3.552,2.944,,0,11,0,2,1,0,12,2,9,1,,0,20.103,0,-4.142,-2.201,0,43.777,-4.543,31.968,2.944
1--0--1--0,3.918,3.645,6.908,0,0,0,0,0,3.2,-0.021,,4,2,52,0,0,0,0,0,1,5,,15.671,7.289,359.222,0,0,0,0,0,3.2,-0.105
1--0--1--1,2.038,0,0,7.819,-1.125,0,3.979,0,0,0,,1,0,0,9,1,0,2,0,0,0,,2.038,0,0,70.375,-1.125,0,7.957,0,0,0
1--0--1--2,1.579,1.75,4.801,0,-2.362,0.278,0,0.542,4.67,0,,3,5,25,0,3,1,0,2,7,0,,4.736,8.751,120.032,0,-7.085,0.278,0,1.084,32.692,0
1--0--1--3,0,0.789,0,0,0,-0.13,-3.429,0,0,0,,0,7,0,0,0,1,1,0,0,0,,0,5.521,0,0,0,-0.13,-3.429,0,0,0
1--0--2--0,2.745,2.978,8.74,8.804,-1.311,4.867,4.711,4.852,4.83,-1.237,,5,7,14,205,8,6,15,10,14,12,,13.724,20.845,122.354,1804.901,-10.491,29.199,70.661,48.517,67.613,-14.841
1--0--2--1,1.887,0,0,0,-2.125,0,6.168,0,0,-0.131,,29,0,0,0,1,0,1,0,0,1,,54.715,0,0,0,-2.125,0,6.168,0,0,-0.131
1--0--2--2,0.991,0.703,6.79,-3.797,-3.392,2.586,-3.245,2.782,-3.354,0.943,,4,9,189,5,7,6,6,7,12,6,,3.964,6.331,1283.22,-18.985,-23.744,15.516,-19.47,19.471,-40.252,5.66
1--0--2--3,0.218,0.079,5.876,-5.074,-3.965,2.042,-4.048,0,-4.157,1.265,,2,2,34,1,2,3,3,0,1,3,,0.435,0.158,199.776,-5.074,-7.929,6.125,-12.145,0,-4.157,3.795
1--0--3--0,1.043,0,-2.11,0,0,0,6.565,0,6.773,-2.409,,1,0,2,0,0,0,1,0,18,1,,1.043,0,-4.221,0,0,0,6.565,0,121.916,-2.409
1--0--3--1,0.931,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,,7.446,0,0,0,0,0,0,0,0,0
1--0--3--2,0,-1,-4.072,-4.202,-4.308,4.566,0,4.271,-4.001,0.034,,0,1,3,5,3,22,0,1,2,2,,0,-1,-12.216,-21.01,-12.925,100.445,0,4.271,-8.002,0.068
1--0--3--3,-0.721,0,-5.122,0,0,0,0,3.684,-5.133,0,,1,0,1,0,0,0,0,9,1,0,,-0.721,0,-5.122,0,0,0,0,33.154,-5.133,0
1--1--0--0,4.708,7.8,7.798,7.796,3.74,3.74,3.758,0.635,0.655,0.628,,1412,27512,2130,2611,1485,1459,1402,1422,1439,1468,,6647.763,214590.07,16609.907,20355.869,5554.524,5456.69,5269.186,903.34,942.023,922.304
1--1--0--1,3.722,6.781,6.796,8.796,2.749,2.743,4.739,-0.364,1.628,1.664,,163,129,187,3776,169,170,179,167,160,156,,606.735,874.76,1270.94,33212.731,464.615,466.321,848.365,-60.808,260.436,259.62
1--1--0--2,2.719,5.797,5.801,-1.354,1.754,1.746,5.759,-1.357,2.649,2.647,,3079,3162,52325,2927,3004,3032,3082,2978,3038,2996,,8372.993,18331.12,303530.071,-3962.197,5270.256,5294.888,17749.088,-4042.423,8046.162,7930.749
1--1--0--3,1.75,4.789,4.791,-2.422,0.78,0.764,-2.371,-2.378,3.634,3.61,,143,435,3184,150,142,141,145,122,121,142,,250.26,2083.192,15255.249,-363.257,110.794,107.77,-343.767,-290.122,439.717,512.647
1--1--1--0,3.68,6.794,9.792,9.801,2.731,5.752,5.728,2.676,2.627,-0.408,,241,275,1850,4012,232,261,251,244,269,221,,886.866,1868.37,18115.141,39321.616,633.662,1501.397,1437.801,652.826,706.622,-90.181
1--1--1--1,2.694,5.678,8.8,-1.333,1.661,4.762,6.791,1.651,3.623,0.663,,33,39,863,24,23,33,42,30,36,47,,88.909,221.426,7594.554,-31.987,38.212,157.14,285.226,49.531,130.42,31.145
1--1--1--2,1.704,4.796,7.795,-2.299,0.79,3.763,-2.348,0.63,4.631,1.649,,161,139,3251,147,138,171,131,133,128,154,,274.3,666.604,25341.344,-337.941,109.064,643.485,-307.6,83.75,592.75,253.958
1--1--1--3,0.801,3.671,6.777,-3.275,-0.267,2.79,-3.246,-0.354,-3.409,2.555,,38,32,1023,35,39,47,37,38,34,49,,30.433,117.473,6932.758,-114.624,-10.42,131.121,-120.103,-13.471,-115.922,125.177
1--1--2--0,2.704,5.796,-1.359,-1.366,1.741,7.735,7.751,4.639,4.639,-1.379,,1011,1033,995,1003,968,3394,19408,1013,985,984,,2734.161,5987.111,-1352.566,-1370.044,1684.947,26252.194,150427.76,4699.733,4569.788,-1356.765
1--1--2--1,1.797,4.769,-2.4,-2.392,0.752,6.748,-2.41,3.613,5.603,-0.356,,122,127,123,112,121,2801,99,101,118,122,,219.213,605.626,-295.21,-267.941,90.99,18901.58,-238.621,364.917,661.1,-43.44
1--1--2--2,0.709,3.781,-3.348,-3.354,-0.246,5.75,-3.391,2.641,-3.365,0.651,,861,942,907,933,922,19805,921,907,895,895,,610.775,3561.386,-3036.85,-3129.041,-226.725,113876.581,-3123.123,2395.808,-3012.096,582.517
1--1--2--3,-0.298,2.807,-4.344,-4.358,-1.217,4.748,-4.362,1.663,-4.352,1.663,,148,162,164,149,165,3919,145,151,150,157,,-44.043,454.684,-712.419,-649.272,-200.814,18605.523,-632.468,251.048,-652.831,261.097
1--1--3--0,1.692,4.833,-2.331,-2.318,0.764,-2.358,-2.335,6.641,6.582,-2.335,,70,61,67,70,66,71,69,1696,79,68,,118.471,294.807,-156.169,-162.254,50.411,-167.401,-161.139,11263.736,519.988,-158.757
1--1--3--1,0.818,3.86,-3.368,-3.404,-0.344,-3.353,-3.413,5.642,-3.329,-1.34,,26,93,40,29,34,30,36,787,36,38,,21.256,358.999,-134.711,-98.717,-11.693,-100.585,-122.882,4440.162,-119.832,-50.904
1--1--3--2,-0.287,2.824,-4.409,-4.36,-1.202,-4.359,-4.365,4.651,-4.337,-0.344,,167,143,143,154,147,175,158,3792,136,144,,-48.006,403.786,-630.51,-671.381,-176.66,-762.785,-689.735,17636.388,-589.814,-49.507
1--1--3--3,-1.181,1.798,-5.464,-5.33,-2.215,-5.374,-5.33,3.629,-5.374,0.694,,40,36,26,40,44,31,40,874,29,37,,-47.245,64.714,-142.055,-213.196,-97.442,-166.586,-213.182,3171.734,-155.832,25.682
1--2--0--0,4.603,10.79,10.793,10.804,6.749,6.75,6.746,0.55,0.552,0.553,,6023,5917,7437,80610,6062,6144,6008,6060,5903,6015,,27726.108,63845.815,80264.98,870909.083,40912.17,41470.313,40531.116,3332.87,3257.83,3327.888
1--2--0--1,3.584,9.792,9.802,-0.45,5.753,5.75,7.757,-0.441,1.543,1.554,,680,1258,15305,757,712,695,703,709,694,713,,2436.977,12318.249,150013.755,-340.866,4096.281,3996.595,5452.822,-312.99,1070.904,1108.29
1--2--0--2,2.603,8.807,8.792,-1.447,4.754,4.744,-1.446,-1.45,2.55,2.547,,12288,96238,12512,12529,12349,12450,12404,12465,12231,12444,,31989.935,847539.498,110004.644,-18128.886,58708.378,59068.214,-17931.605,-18072.631,31195.128,31688.836
1--2--0--3,1.607,7.795,7.789,-2.46,3.784,3.752,-2.437,-2.46,3.536,3.529,,610,11958,2503,611,623,603,627,588,635,660,,980.142,93208.449,19496.352,-1502.965,2357.208,2262.673,-1527.898,-1446.695,2245.172,2328.922
1--2--1--0,3.616,9.797,-0.451,-0.456,5.75,8.739,8.749,2.545,2.539,-0.437,,1063,22311,1035,976,1039,1038,997,977,1083,1057,,3844.295,218586.772,-466.478,-445.459,5974.41,9070.593,8722.928,2486.306,2749.553,-461.833
1--2--1--1,2.565,8.793,-1.405,-1.453,4.76,7.731,-1.483,1.526,3.571,0.479,,132,3439,138,158,135,143,141,156,144,143,,338.578,30237.759,-193.879,-229.58,642.539,1105.499,-209.098,237.989,514.268,68.45
1--2--1--2,1.58,7.798,-2.455,-2.43,3.747,6.755,-2.444,0.573,4.556,1.539,,595,13548,588,580,563,635,604,626,589,623,,940.232,105645.745,-1443.454,-1409.655,2109.823,4289.32,-1476.028,358.575,2683.56,958.704
1--2--1--3,0.6,6.789,-3.469,-3.46,2.784,5.755,-3.431,-0.435,-3.461,2.593,,202,4046,166,176,209,227,158,175,164,188,,121.27,27467.144,-575.858,-608.912,581.818,1306.395,-542.04,-76.194,-567.546,487.52
1--2--2--0,2.601,8.802,-1.452,-1.439,4.751,-1.446,-1.446,4.548,4.552,-1.445,,4262,66101,4221,4284,4202,4243,4290,4199,4181,4270,,11086.161,581834.279,-6128.609,-6165.331,19965.75,-6136.249,-6203.517,19099.141,19030.399,-6168.422
1--2--2--1,1.594,7.8,-2.429,-2.464,3.749,-2.451,-2.431,3.541,5.559,-0.45,,475,11622,479,493,514,493,527,509,558,538,,756.961,90653.647,-1163.652,-1214.745,1926.949,-1208.327,-1281.137,1802.457,3101.855,-241.983
1--2--2--2,0.604,6.8,-3.44,-3.453,2.755,-3.443,-3.447,2.55,-3.441,0.553,,3727,61797,3845,3899,3778,3860,3801,3795,3862,3898,,2250.991,420242.041,-13228.154,-13462.523,10408.91,-13288.163,-13100.64,9675.791,-13290.678,2154.967
1--2--2--3,-0.422,5.798,-4.444,-4.455,1.747,-4.457,-4.465,1.556,-4.455,1.548,,701,15593,679,674,770,725,694,718,717,700,,-295.907,90406.567,-3017.281,-3002.916,1345.462,-3231.593,-3098.749,1117.294,-3194.557,1083.506
1--2--3--0,1.593,7.799,-2.431,-2.451,3.755,-2.452,-2.433,6.539,6.541,-2.47,,313,7254,317,316,317,340,326,348,296,307,,498.758,56572.718,-770.534,-774.445,1190.386,-833.763,-793.185,2275.431,1936.157,-758.143
1--2--3--1,0.586,6.799,-3.437,-3.487,2.754,-3.396,-3.459,5.538,-3.44,-1.447,,179,3742,154,169,163,145,160,158,155,156,,104.892,25440.354,-529.247,-589.335,448.95,-492.4,-553.507,875.037,-533.215,-225.734
1--2--3--2,-0.397,5.799,-4.453,-4.445,1.716,-4.456,-4.415,4.558,-4.449,-0.471,,667,15716,669,733,638,717,658,686,729,730,,-265.128,91144.926,-2978.986,-3258.256,1094.827,-3194.78,-2904.771,3126.622,-3243.343,-343.526
1--2--3--3,-1.374,4.789,-5.486,-5.505,0.715,-5.434,-5.472,3.575,-5.438,0.602,,165,3564,161,152,142,141,169,166,151,171,,-226.75,17068.241,-883.313,-836.825,101.463,-766.261,-924.748,593.44,-821.121,102.946
1--3--0--0,4.51,0.451,0.423,0.411,9.746,9.752,9.752,0.441,0.424,0.443,,1264,1201,1228,1219,7294,2663,18589,1209,1207,1172,,5700.677,542.15,520.007,500.467,71086.878,25968.437,181286.404,532.583,511.94,519.143
1--3--0--1,3.534,-0.555,-0.569,-0.546,8.751,8.746,-0.557,-0.583,1.473,1.448,,167,138,132,117,2796,692,148,140,170,178,,590.173,-76.556,-75.095,-63.924,24468.39,6052.397,-82.484,-81.622,250.459,257.727
1--3--0--2,2.524,-1.565,-1.562,-1.555,7.754,7.75,-1.557,-1.565,2.428,2.424,,2653,2510,2566,2537,34035,16129,2528,2564,2504,2577,,6697.401,-3929.072,-4007.359,-3943.933,263891.39,124993.068,-3935.457,-4013.585,6079.259,6245.753
1--3--0--3,1.487,-2.544,-2.557,-2.533,6.734,6.748,-2.607,-2.546,3.386,3.449,,122,104,125,132,125,2923,125,149,120,127,,181.365,-264.627,-319.685,-334.36,841.731,19725.751,-325.842,-379.347,406.337,437.985
1--3--1--0,3.473,-0.576,-0.527,-0.513,8.748,-0.564,-0.541,2.442,2.439,-0.535,,202,197,200,188,4908,201,208,206,220,191,,701.466,-113.4,-105.494,-96.507,42934.828,-113.355,-112.594,503.016,536.509,-102.252
1--3--1--1,2.455,-1.503,-1.607,-1.527,7.769,-1.515,-1.504,1.462,3.393,0.407,,36,26,38,29,746,23,23,29,34,36,,88.371,-39.079,-61.076,-44.276,5795.383,-34.839,-34.597,42.389,115.345,14.657
1--3--1--2,1.488,-2.591,-2.564,-2.547,6.747,-2.584,-2.529,0.462,4.449,1.44,,144,109,126,114,2850,127,105,113,121,128,,214.288,-282.369,-323.109,-290.362,19229.529,-328.181,-265.501,52.225,538.273,184.333
1--3--1--3,0.47,-3.579,-3.585,-3.62,5.758,-3.534,-3.494,-0.493,-3.676,2.413,,43,34,37,30,809,34,41,32,37,45,,20.219,-121.698,-132.639,-108.601,4658.4,-120.141,-143.252,-15.778,-136.03,108.566
1--3--2--0,2.491,-1.547,-1.565,-1.574,7.75,-1.565,-1.567,4.442,4.436,-1.559,,862,907,879,860,18770,882,875,866,838,936,,2147.523,-1403.468,-1375.278,-1353.592,145472.328,-1380.456,-1370.894,3846.47,3717.228,-1459.288
1--3--2--1,1.537,-2.566,-2.552,-2.5,6.744,-2.526,-2.498,3.477,5.435,-0.525,,126,101,99,83,2408,109,94,100,119,104,,193.615,-259.192,-252.605,-207.521,16240.418,-275.37,-234.767,347.73,646.817,-54.569
1--3--2--2,0.511,-3.576,-3.584,-3.573,5.748,-3.552,-3.54,2.452,-3.546,0.427,,772,761,788,804,17077,763,774,727,829,749,,394.605,-2721.36,-2824.491,-2872.355,98159.523,-2710.409,-2739.896,1782.535,-2939.575,320.191
1--3--2--3,-0.51,-4.607,-4.548,-4.575,4.747,-4.589,-4.542,1.36,-4.556,1.479,,114,144,152,147,3252,145,136,137,136,126,,-58.172,-663.392,-691.288,-672.506,15436.426,-665.459,-617.655,186.261,-619.616,186.308
1--3--3--0,1.423,-2.514,-2.581,-2.552,6.736,-2.539,-2.543,6.443,6.541,-2.626,,51,74,73,80,1423,57,63,107,60,59,,72.552,-186.053,-188.394,-204.176,9585.595,-144.719,-160.212,689.368,392.479,-154.956
