,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
1--3--3--1,0.494,-3.608,-3.681,-3.62,5.766,-3.6,-3.588,5.461,-3.573,-1.539,,34,32,31,31,678,32,37,39,32,37,,16.8,-115.469,-114.111,-112.229,3909.535,-115.214,-132.757,212.976,-114.327,-56.929
1--3--3--2,-0.517,-4.572,-4.601,-4.519,4.756,-4.531,-4.605,4.447,-4.601,-0.579,,137,148,152,136,3230,137,162,156,144,143,,-70.81,-676.686,-699.386,-614.609,15362.09,-620.783,-746.076,693.806,-662.562,-82.785
1--3--3--3,-1.436,-5.499,-5.542,-5.545,3.738,-5.6,-5.476,3.457,-5.656,0.483,,32,40,34,29,739,34,34,30,22,55,,-45.942,-219.976,-188.438,-160.807,2762.121,-190.416,-186.19,103.697,-124.435,26.582
2--0--0--0,8.788,8.779,8.724,8.749,0.767,0.584,0.577,0.652,0.611,0.603,,1156,71,66,138,51,52,47,70,51,48,,10158.734,623.308,575.763,1207.33,39.095,30.39,27.135,45.626,31.185,28.965
2--0--0--1,7.588,7.857,7.652,9.833,-0.353,-0.583,1.801,-0.21,1.765,1.583,,15,23,4,105,10,8,8,6,9,5,,113.821,180.717,30.607,1032.429,-3.525,-4.665,14.405,-1.259,15.886,7.916
2--0--0--2,6.717,6.764,6.791,-1.427,-1.431,-1.339,2.564,-1.411,2.586,2.613,,145,165,2564,102,115,111,118,114,112,95,,973.921,1116.029,17413.108,-145.531,-164.609,-148.666,302.558,-160.803,289.633,248.274
2--0--0--3,5.825,5.847,5.449,-2.463,-2.72,-2.502,3.582,-2.463,2.805,3.756,,10,103,4,3,5,6,25,5,2,3,,58.249,602.29,21.797,-7.39,-13.598,-15.013,89.543,-12.316,5.61,11.267
2--0--1--0,7.86,7.73,10.799,10.678,-0.469,2.52,2.521,2.898,2.588,-0.312,,14,8,193,11,5,10,9,11,12,3,,110.039,61.839,2084.284,117.463,-2.345,25.198,22.688,31.88,31.056,-0.937
2--0--1--1,6.832,0,0,-1.201,-1.22,1.832,3.327,1.667,3.641,0,,18,0,0,1,2,2,10,1,3,0,,122.975,0,0,-1.201,-2.441,3.663,33.265,1.667,10.922,0
2--0--1--2,5.968,5.846,8.809,-2.365,-2.479,0.402,4.662,0.468,4.725,1.597,,2,66,54,6,3,3,10,6,12,9,,11.936,385.834,475.665,-14.19,-7.436,1.207,46.617,2.808,56.699,14.372
2--0--1--3,4.819,4.798,7.314,-3.742,-4.139,-0.727,-3.588,-0.154,-3.223,2.681,,4,25,4,2,2,2,2,2,1,1,,19.277,119.938,29.257,-7.483,-8.277,-1.454,-7.175,-0.308,-3.223,2.681
2--0--2--0,6.694,6.808,-1.381,-1.298,-1.425,4.683,4.619,4.586,4.704,-1.415,,43,865,46,38,39,38,37,24,48,20,,287.848,5889.292,-63.531,-49.333,-55.572,177.956,170.913,110.064,225.789,-28.306
2--0--2--1,5.833,5.796,-2.18,-2.338,-2.891,3.446,5.604,3.671,5.403,-0.58,,73,12,4,4,3,8,20,4,9,6,,425.781,69.553,-8.719,-9.351,-8.674,27.565,112.086,14.685,48.63,-3.48
2--0--2--2,4.806,4.745,-3.376,-3.34,-3.441,2.624,-3.271,2.693,-3.346,0.595,,785,44,37,28,44,46,33,28,27,38,,3773.027,208.763,-124.903,-93.514,-151.398,120.723,-107.956,75.414,-90.341,22.598
2--0--2--3,3.823,3.781,-4.102,-4.274,-4.376,1.23,-4.221,1.7,-4.436,1.582,,156,9,3,8,6,8,10,6,7,9,,596.429,34.029,-12.305,-34.19,-26.256,9.837,-42.209,10.197,-31.053,14.239
2--0--3--0,5.034,0,-2.234,-2.533,-1.944,6.258,6.512,6.536,6.453,-2.238,,2,0,4,1,3,2,3,42,7,2,,10.068,0,-8.935,-2.533,-5.831,12.517,19.537,274.52,45.172,-4.476
2--0--3--1,4.645,0,-3.329,0,-3.561,5.588,0,5.536,-3.328,-2.141,,2,0,1,0,1,40,0,4,2,1,,9.29,0,-3.329,0,-3.561,223.506,0,22.145,-6.655,-2.141
2--0--3--2,3.884,3.907,-4.514,-4.744,-4.262,4.526,-4.356,4.579,-4.268,-0.25,,8,4,9,7,7,16,9,112,2,6,,31.074,15.629,-40.629,-33.208,-29.836,72.419,-39.207,512.81,-8.536,-1.502
2--0--3--3,0,0,0,-5.115,-5.59,0,-5.339,3.601,-5.207,0.735,,0,0,0,1,5,0,3,35,2,2,,0,0,0,-5.115,-27.952,0,-16.017,126.046,-10.413,1.47
2--1--0--0,8.709,11.8,11.801,11.803,3.595,3.597,3.599,0.503,0.5,0.508,,5804,7264,17208,69197,6029,6124,5916,6079,6032,5998,,50548.547,85713.406,203066.553,816737.41,21671.696,22028.24,21289.1,3058.929,3015.361,3044.192
2--1--0--1,7.7,10.786,10.804,-0.505,2.574,2.588,4.591,-0.485,1.487,1.48,,639,1416,14983,690,667,662,675,707,659,690,,4920.368,15272.514,161877.288,-348.162,1716.539,1713.339,3099.048,-342.739,980.131,1021.206
2--1--0--2,6.707,9.807,9.792,-1.493,1.591,1.595,5.598,-1.496,2.507,2.508,,12385,96360,12307,12577,12119,12346,12506,12420,12355,12498,,83069.044,945018.459,120506.143,-18778.558,19282.234,19692.913,70006.858,-18575.344,30970.509,31342.51
2--1--0--3,5.703,8.788,8.798,-2.496,0.612,0.583,-2.484,-2.495,3.505,3.501,,613,2075,12161,614,629,569,619,639,617,625,,3495.728,18236.057,106989.892,-1532.694,385.193,331.901,-1537.338,-1594.487,2162.499,2187.925
2--1--1--0,7.71,10.799,-0.501,-0.507,2.601,5.584,5.59,2.492,2.517,-0.494,,1017,22313,1046,1022,1071,1088,1044,1012,1038,1036,,7840.974,240961.346,-524.459,-517.953,2785.415,6075.176,5836.023,2522.351,2612.153,-511.792
2--1--1--1,6.698,9.796,-1.487,-1.542,1.58,4.634,6.629,1.504,3.501,0.523,,158,3429,139,123,150,146,171,152,150,137,,1058.271,33591.94,-206.736,-189.706,236.974,676.554,1133.541,228.57,525.143,71.603
2--1--1--2,5.707,8.801,-2.511,-2.525,0.607,3.572,-2.486,0.505,4.484,1.479,,611,13643,582,636,572,600,659,591,639,606,,3486.993,120070.549,-1461.309,-1606.056,347.075,2143.305,-1638.457,298.366,2865.105,896.423
2--1--1--3,4.706,7.806,-3.543,-3.507,-0.382,2.603,-3.512,-0.481,-3.532,2.52,,187,4273,170,177,169,177,169,176,180,176,,880.047,33355.841,-602.345,-620.683,-64.553,460.689,-593.567,-84.629,-635.693,443.552
2--1--2--0,6.707,9.801,-1.498,-1.495,1.602,7.59,7.599,4.503,4.506,-1.502,,4280,66383,4282,4360,4289,4280,4263,4346,4171,4347,,28707.389,650609.242,-6415.621,-6519.746,6872.373,32486.51,32393.39,19571.203,18793.354,-6528.096
2--1--2--1,5.699,8.8,-2.487,-2.506,0.62,6.632,-2.502,3.482,5.503,-0.47,,492,11770,502,484,504,484,505,494,532,518,,2803.823,103570.798,-1248.554,-1212.931,312.327,3209.798,-1263.706,1720.353,2927.7,-243.374
2--1--2--2,4.699,7.802,-3.491,-3.497,-0.401,5.594,-3.491,2.506,-3.499,0.508,,3817,61629,3741,3758,3893,3658,3817,3741,3826,3908,,17934.898,480847.053,-13060.041,-13141.013,-1560.254,20463.653,-13324.445,9373.442,-13388.031,1986.529
2--1--2--3,3.698,6.8,-4.509,-4.512,-1.405,4.6,-4.519,1.493,-4.489,1.523,,704,15886,721,705,714,684,703,740,728,770,,2603.42,108025.012,-3251.033,-3181.234,-1002.975,3146.492,-3176.767,1104.987,-3268.002,1172.448
2--1--3--0,5.684,8.805,-2.498,-2.5,0.59,-2.487,-2.478,6.512,6.525,-2.447,,304,7206,260,306,302,298,286,317,316,330,,1727.935,63451.005,-649.56,-765.07,178.321,-741.178,-708.719,2064.426,2061.874,-807.627
2--1--3--1,4.722,7.795,-3.466,-3.434,-0.38,-3.504,-3.446,5.53,-3.472,-1.442,,153,3690,165,149,193,152,142,164,157,139,,722.456,28762.189,-571.861,-511.593,-73.391,-532.573,-489.363,906.875,-545.14,-200.496
2--1--3--2,3.711,6.799,-4.521,-4.488,-1.393,-4.497,-4.477,4.507,-4.488,-0.489,,674,15577,689,721,700,719,660,643,712,670,,2501.238,105911.888,-3114.73,-3235.802,-975.214,-3233.161,-2954.986,2897.687,-3195.424,-327.939
2--1--3--3,2.677,5.806,-5.489,-5.512,-2.41,-5.554,-5.494,3.429,-5.496,0.489,,156,3702,137,154,150,160,153,196,147,149,,417.677,21492.485,-751.964,-848.889,-361.541,-888.712,-840.658,672.169,-807.89,72.919
2--2--0--0,8.608,0.386,0.392,0.387,6.596,6.602,6.596,0.387,0.391,0.389,,99863,23541,23396,23669,23599,23430,23951,23543,23828,23715,,859593.506,9093.593,9180.722,9153.313,155665.721,154676.011,157990.725,9122.51,9319.041,9223.593
2--2--0--1,7.605,-0.612,-0.603,-0.614,5.594,5.602,7.591,-0.618,1.387,1.39,,52460,2968,2944,2986,2965,2953,2907,3045,2942,2875,,398948.565,-1815.1,-1775.691,-1834.678,16586.52,16543.476,22067.765,-1881.551,4081.297,3994.953
2--2--0--2,6.607,-1.61,-1.609,-1.614,4.597,4.599,-1.614,-1.612,2.389,2.386,,135726,43714,44029,43424,43864,43606,43594,43639,43585,43592,,896680.969,-70383.724,-70849.972,-70104.065,201637.397,200525.92,-70378.106,-70340.432,104106.691,104002.061
2--2--0--3,5.602,-2.598,-2.605,-2.625,3.584,3.601,-2.621,-2.599,3.395,3.379,,47716,2667,2606,2573,2590,2668,2613,2633,2660,2594,,267306.384,-6929.999,-6788.569,-6754.865,9283.147,9606.738,-6848.507,-6844.033,9031.711,8765.626
2--2--1--0,7.597,-0.601,-0.607,-0.613,5.588,8.597,8.59,2.393,2.386,-0.624,,4353,4433,4479,4414,4480,64001,7490,4440,4386,4476,,33069.011,-2664.981,-2717.933,-2706.696,25032.062,550211.981,64337.403,10622.732,10463.926,-2791.857
2--2--1--1,6.607,-1.625,-1.611,-1.598,4.575,7.598,-1.606,1.389,3.378,0.372,,621,642,655,658,629,14443,616,638,680,645,,4103.074,-1042.934,-1055.198,-1051.768,2877.806,109733.205,-989.161,886.062,2297.263,239.801
2--2--1--2,5.605,-2.627,-2.603,-2.625,3.587,6.596,-2.614,0.388,4.394,1.377,,2577,2648,2623,2582,2552,47709,2519,2650,2560,2573,,14444.014,-6955.115,-6828.027,-6778.809,9153.352,314669.469,-6583.676,1026.952,11248.05,3543.476
2--2--1--3,4.599,-3.606,-3.602,-3.598,2.607,5.594,-3.59,-0.602,-3.611,2.393,,778,762,762,768,793,16879,770,726,715,764,,3577.983,-2747.748,-2744.603,-2763.047,2067.14,94428.25,-2764.317,-436.807,-2581.824,1827.965
2--2--2--0,6.609,-1.616,-1.614,-1.613,4.598,-1.605,-1.613,4.388,4.381,-1.61,,99290,17174,17393,17289,17265,17327,17402,17186,17395,17257,,656214.85,-27754.658,-28079.946,-27885.278,79378.728,-27803.541,-28070.393,75414.692,76209.575,-27786.358
2--2--2--1,5.603,-2.61,-2.62,-2.593,3.594,-2.624,-2.619,3.384,5.379,-0.598,,42062,2172,2208,2187,2305,2160,2161,2206,2200,2204,,235681.473,-5668.32,-5784.555,-5670.478,8283.36,-5668.238,-5659.369,7465.921,11833.932,-1317.513
2--2--2--2,4.608,-3.61,-3.615,-3.619,2.592,-3.611,-3.612,2.392,-3.618,0.384,,98741,15662,15528,15646,15713,15708,15631,15600,15615,15645,,454970.016,-56532.588,-56133.14,-56628.367,40731.773,-56728.503,-56461.669,37314.362,-56494.63,6004.673
2--2--2--3,3.603,-4.607,-4.624,-4.621,1.605,-4.599,-4.619,1.383,-4.616,1.376,,53201,2966,2943,3054,3025,2943,2927,3120,3112,2975,,191705.075,-13664.129,-13608.781,-14114.011,4856.009,-13533.787,-13519.689,4313.697,-14365.73,4093.643
2--2--3--0,5.602,-2.618,-2.62,-2.608,3.595,-2.614,-2.594,6.386,6.373,-2.626,,1360,1353,1322,1305,1273,1295,1338,27194,1883,1323,,7618.594,-3542.481,-3463.11,-3403.178,4576.437,-3384.641,-3471.27,173653.014,12000.056,-3474.115
2--2--3--1,4.59,-3.611,-3.62,-3.585,2.583,-3.622,-3.602,5.381,-3.616,-1.606,,695,657,633,621,661,664,650,15037,631,688,,3190.183,-2372.378,-2291.253,-2226.2,1707.53,-2404.786,-2341.559,80914.524,-2281.555,-1105.058
2--2--3--2,3.597,-4.613,-4.62,-4.619,1.594,-4.612,-4.616,4.39,-4.607,-0.618,,2898,2937,3009,3010,3020,2923,3035,52595,3089,3006,,10425.406,-13547.982,-13902.129,-13903.915,4814.301,-13481.801,-14010.119,230898.644,-14231.083,-1856.304
2--2--3--3,2.622,-5.598,-5.594,-5.63,0.606,-5.6,-5.62,3.39,-5.62,0.394,,653,701,649,686,602,660,668,15046,656,663,,1711.956,-3924.097,-3630.738,-3862.487,364.779,-3696.322,-3754.006,50999.71,-3686.517,261.302
2--3--0--0,8.511,0.292,0.299,0.298,9.601,9.599,9.6,0.288,0.294,0.29,,5278,5187,5349,5171,66791,5745,11646,5254,5060,5250,,44921.927,1516.155,1598.513,1542.134,641273.264,55146.079,111798.201,1511.803,1489.032,1520.914
2--3--0--1,7.497,-0.714,-0.688,-0.714,8.598,8.598,-0.694,-0.716,1.272,1.277,,656,629,571,598,13332,755,606,618,584,576,,4917.805,-449.316,-392.822,-426.836,114631.04,6491.328,-420.538,-442.548,742.921,735.411
2--3--0--2,6.508,-1.702,-1.7,-1.705,7.602,7.6,-1.704,-1.706,2.294,2.288,,10713,10828,10581,10864,39013,66022,10718,10744,10702,10792,,69725.517,-18428.22,-17988.161,-18521.939,296562,501768.03,-18268.73,-18324.476,24547.098,24695.877
2--3--0--3,5.501,-2.714,-2.675,-2.701,6.595,6.592,-2.696,-2.689,3.302,3.313,,533,552,540,488,11829,807,546,489,565,499,,2931.907,-1498.107,-1444.563,-1318.069,78013.2,5320.118,-1471.766,-1315.117,1865.895,1653.09
2--3--1--0,7.513,-0.694,-0.719,-0.723,8.598,-0.702,-0.688,2.304,2.294,-0.713,,902,907,929,882,19792,877,872,905,882,912,,6776.476,-629.464,-668.187,-637.329,170167.858,-615.242,-599.841,2085.081,2023.379,-650.183
2--3--1--1,6.506,-1.735,-1.731,-1.655,7.579,-1.708,-1.716,1.295,3.291,0.267,,134,120,126,123,3007,136,92,164,116,124,,871.819,-208.145,-218.112,-203.616,22790.878,-232.31,-157.856,212.441,381.777,33.119
2--3--1--2,5.513,-2.719,-2.675,-2.711,6.6,-2.693,-2.675,0.303,4.279,1.273,,706,522,525,546,11709,549,524,520,533,526,,3892.078,-1419.398,-1404.357,-1480.114,77278.974,-1478.238,-1401.753,157.364,2280.812,669.62
2--3--1--3,4.506,-3.718,-3.687,-3.724,5.602,-3.718,-3.673,-0.669,-3.668,2.336,,171,142,164,161,3701,148,146,145,146,149,,770.536,-527.993,-604.741,-599.508,20733.501,-550.264,-536.268,-97.047,-535.566,348.087
2--3--2--0,6.506,-1.707,-1.704,-1.705,7.598,-1.695,-1.703,4.289,4.308,-1.699,,3722,3648,3795,3770,62006,3644,3722,3760,3754,3619,,24216.819,-6228.256,-6467.24,-6429.299,471097.633,-6178.209,-6337.017,16127.009,16172.105,-6149.36
2--3--2--1,5.519,-2.697,-2.719,-2.697,6.595,-2.702,-2.718,3.272,5.3,-0.684,,433,465,440,460,10218,455,451,408,423,415,,2389.552,-1253.936,-1196.375,-1240.516,67384.949,-1229.428,-1225.935,1334.823,2241.799,-283.715
2--3--2--2,4.504,-3.702,-3.709,-3.71,5.597,-3.7,-3.716,2.299,-3.697,0.3,,3280,3198,3207,3250,56434,3387,3207,3294,3281,3240,,14773.471,-11839.367,-11895.985,-12058.913,315841.422,-12530.211,-11918.193,7571.429,-12130.308,972.337
2--3--2--3,3.512,-4.693,-4.704,-4.702,4.598,-4.696,-4.719,1.296,-4.705,1.314,,622,645,613,618,14062,611,573,616,592,579,,2184.245,-3027.12,-2883.308,-2905.946,64653.481,-2869.407,-2703.824,798.109,-2785.065,760.674
2--3--3--0,5.474,-2.675,-2.668,-2.68,6.597,-2.719,-2.723,6.296,6.301,-2.693,,247,258,249,273,6353,290,260,279,268,251,,1352.053,-690.066,-664.456,-731.742,41912.804,-788.546,-707.951,1756.677,1688.554,-675.947
2--3--3--1,4.532,-3.693,-3.676,-3.704,5.593,-3.684,-3.672,5.313,-3.721,-1.697,,126,150,138,136,3168,132,123,162,144,117,,570.971,-553.955,-507.31,-503.721,17718.029,-486.343,-451.664,860.694,-535.851,-198.517
2--3--3--2,3.534,-4.714,-4.716,-4.708,4.596,-4.701,-4.714,4.29,-4.709,-0.681,,604,616,575,635,13679,583,597,616,594,577,,2134.328,-2904.009,-2711.789,-2989.481,62874.766,-2740.574,-2814.006,2642.919,-2797.297,-392.863
2--3--3--3,2.55,-5.665,-5.647,-5.729,3.609,-5.715,-5.642,3.321,-5.716,0.342,,133,123,140,138,3079,139,113,211,144,145,,339.158,-696.82,-790.617,-790.548,11112.903,-794.355,-637.52,700.747,-823.104,49.66
3--0--0--0,12.726,12.768,12.513,12.745,0.413,0.375,0.567,0.614,0.509,0.417,,12,222,10,27,9,10,10,14,11,14,,152.709,2834.43,125.134,344.113,3.717,3.749,5.673,8.602,5.595,5.838
3--0--0--1,11.816,0,11.321,-0.832,-1.213,-0.462,1.141,-0.019,0,1.773,,23,0,2,2,1,2,1,1,0,10,,271.776,0,22.643,-1.664,-1.213,-0.924,1.141,-0.019,0,17.731
3--0--0--2,10.804,10.77,10.779,-1.475,-1.404,-1.317,2.281,-1.563,2.594,2.592,,125,23,400,18,29,27,15,19,29,30,,1350.465,247.716,4311.625,-26.544,-40.714,-35.571,34.222,-29.706,75.24,77.748
3--0--0--3,0,9.864,9.785,-2.534,-2.44,-3.229,0,-2.311,3.678,2.727,,0,20,1,2,1,1,0,2,1,1,,0,197.274,9.785,-5.068,-2.44,-3.229,0,-4.622,3.678,2.727
3--0--1--0,12,11.422,-0.864,0,-0.351,0,2.566,0,2.617,0,,1,2,3,0,1,0,12,0,29,0,,12,22.843,-2.593,0,-0.351,0,30.798,0,75.879,0
3--0--1--1,10.995,0,-1.369,-1.035,0,1.706,0,0,0,0,,8,0,1,1,0,1,0,0,0,0,,87.961,0,-1.369,-1.035,0,1.706,0,0,0,0
3--0--1--2,0,9.502,0,0,-2.229,0.572,0,0.227,3.745,1.491,,0,8,0,0,5,13,0,3,1,3,,0,76.02,0,0,-11.147,7.435,0,0.681,3.745,4.474
3--0--1--3,8.731,0,0,-3.033,-4.234,0,-3.605,-0.364,-3.326,0,,7,0,0,1,1,0,2,2,1,0,,61.116,0,0,-3.033,-4.234,0,-7.209,-0.728,-3.326,0
3--0--2--0,10.834,10.738,-1.467,-1.417,-1.311,4.591,4.579,4.402,4.642,-1.773,,163,6,5,7,7,18,7,3,5,2,,1765.966,64.428,-7.335,-9.92,-9.177,82.64,32.05,13.206,23.208,-3.546
3--0--2--1,9.708,9.567,0,-2.367,0,3.664,4.728,3.588,0,0,,3,2,0,2,0,2,1,18,0,0,,29.123,19.135,0,-4.733,0,7.328,4.728,64.583,0,0
3--0--2--2,8.788,8.65,-3.508,-3.277,-3.81,2.414,-3.483,2.524,-3.361,0.436,,147,12,4,10,4,11,3,11,9,9,,1291.823,103.802,-14.03,-32.775,-15.24,26.556,-10.448,27.763,-30.253,3.927
3--0--2--3,7.759,0,-4.23,-4.314,0,1.669,0,1.564,-4.088,1.491,,30,0,2,1,0,1,0,1,1,5,,232.776,0,-8.459,-4.314,0,1.669,0,1.564,-4.088,7.457
3--0--3--0,0,0,0,0,-2.213,0,6.737,0,6.641,0,,0,0,0,0,1,0,5,0,7,0,,0,0,0,0,-2.213,0,33.683,0,46.49,0
3--0--3--1,8.811,0,0,-2.982,0,0,0,0,0,0,,5,0,0,1,0,0,0,0,0,0,,44.054,0,0,-2.982,0,0,0,0,0,0
3--0--3--2,0,7.899,-4.343,-4.396,-4.583,4.4,0,4.355,-4.371,0,,0,7,2,1,1,16,0,3,4,0,,0,55.294,-8.686,-4.396,-4.583,70.397,0,13.066,-17.486,0
3--0--3--3,0,6.737,0,-5.34,-5.33,0,0,3.811,0,-0.218,,0,4,0,1,1,0,0,1,0,1,,0,26.948,0,-5.34,-5.33,0,0,3.811,0,-0.218
3--1--0--0,12.711,0.406,0.416,0.422,3.539,3.52,3.538,0.413,0.426,0.421,,26111,1270,1209,1246,1234,1179,1193,1263,1281,1237,,331890.231,515.258,502.448,525.349,4367.479,4149.79,4220.459,521,545.319,521.022
3--1--0--1,11.705,-0.619,-0.604,-0.621,2.53,2.561,4.475,-0.615,1.362,1.405,,3449,141,137,136,146,127,189,146,133,148,,40371.382,-87.299,-82.689,-84.436,369.452,325.286,845.804,-89.741,181.09,207.957
3--1--0--2,10.711,-1.595,-1.589,-1.584,1.53,1.524,5.533,-1.571,2.411,2.418,,47585,2578,2645,2560,2617,2580,2622,2645,2576,2595,,509669.626,-4112.234,-4203.524,-4056.112,4003.721,3931.027,14507.242,-4154.491,6211.44,6275.052
3--1--0--3,9.698,-2.633,-2.68,-2.616,0.515,0.505,-2.534,-2.59,3.359,3.369,,2987,124,115,143,134,142,126,149,105,109,,28969.213,-326.502,-308.17,-374.141,69.038,71.731,-319.231,-385.968,352.7,367.236
3--1--1--0,11.707,-0.542,-0.566,-0.554,2.487,5.558,5.524,2.449,2.377,-0.565,,4988,196,183,190,211,197,195,188,230,198,,58396.791,-106.173,-103.63,-105.241,524.718,1094.898,1077.158,460.497,546.801,-111.804
3--1--1--1,10.686,-1.702,-1.467,-1.489,1.382,4.505,6.565,1.437,3.487,0.427,,655,29,29,22,17,47,93,38,32,28,,6999.533,-49.364,-42.552,-32.751,23.493,211.718,610.573,54.588,111.585,11.963
3--1--1--2,9.704,-2.564,-2.581,-2.598,0.571,3.526,-2.596,0.437,4.369,1.368,,2870,136,108,129,115,125,120,133,151,122,,27849.632,-348.692,-278.726,-335.105,65.676,440.794,-311.532,58.111,659.793,166.861
3--1--1--3,8.727,-3.548,-3.692,-3.56,-0.433,2.502,-3.532,-0.56,-3.5,2.445,,813,32,33,40,35,65,34,43,45,28,,7094.958,-113.536,-121.82,-142.416,-15.162,162.644,-120.1,-24.074,-157.501,68.449
3--1--2--0,10.711,-1.582,-1.569,-1.588,1.551,7.554,7.512,4.402,4.4,-1.579,,18986,898,851,894,874,936,822,811,871,823,,203362.781,-1420.883,-1335.443,-1419.831,1355.807,7070.093,6174.855,3570.1,3832.734,-1299.534
3--1--2--1,9.703,-2.606,-2.557,-2.555,0.553,6.521,-2.588,3.424,5.4,-0.56,,2465,108,116,112,99,141,99,101,116,94,,23919.003,-281.43,-296.602,-286.159,54.702,919.421,-256.192,345.788,626.376,-52.636
3--1--2--2,8.708,-3.589,-3.583,-3.599,-0.477,5.52,-3.603,2.412,-3.606,0.399,,17096,777,763,754,758,794,747,736,734,742,,148874.949,-2788.655,-2734.029,-2713.346,-361.684,4382.491,-2691.206,1775.131,-2646.481,295.872
3--1--2--3,7.717,-4.587,-4.587,-4.591,-1.437,4.554,-4.594,1.417,-4.605,1.415,,3250,152,145,174,140,187,134,131,142,158,,25081.536,-697.218,-665.059,-798.834,-201.24,851.628,-615.573,185.568,-653.864,223.555
3--1--3--0,9.704,-2.557,-2.606,-2.548,0.534,-2.496,-2.658,6.467,6.37,-2.551,,1502,55,70,56,57,73,61,57,61,63,,14574.932,-140.608,-182.411,-142.674,30.439,-182.2,-162.124,368.63,388.597,-160.738
3--1--3--1,8.719,-3.71,-3.539,-3.677,-0.484,-3.571,-3.565,5.395,-3.591,-1.544,,681,27,34,26,38,35,30,100,33,35,,5937.428,-100.161,-120.319,-95.609,-18.383,-124.974,-106.939,539.49,-118.489,-54.052
3--1--3--2,7.702,-4.594,-4.574,-4.637,-1.479,-4.552,-4.567,4.428,-4.595,-0.552,,3277,140,163,135,147,151,150,151,146,137,,25239.031,-643.148,-745.622,-626.045,-217.472,-687.413,-685.105,668.63,-670.861,-75.68
3--1--3--3,6.705,-5.709,-5.53,-5.635,-2.537,-5.669,-5.703,3.337,-5.583,0.371,,743,42,31,34,30,28,21,37,27,27,,4982.119,-239.778,-171.416,-191.585,-76.108,-158.731,-119.761,123.477,-150.749,10.023
3--2--0--0,12.605,0.322,0.331,0.33,6.529,6.527,6.532,0.321,0.313,0.311,,73339,5345,5254,5163,5158,5199,5183,5173,5310,5233,,924440.717,1719.916,1740.939,1704.148,33675.894,33934.692,33853.243,1661.667,1662.998,1626.342
3--2--0--1,11.598,-0.656,-0.666,-0.678,5.52,5.533,7.515,-0.686,1.332,1.312,,13579,613,621,612,603,594,610,595,621,603,,157482.912,-402.393,-413.352,-414.857,3328.651,3286.82,4584.151,-408.38,826.994,791.165
3--2--0--2,10.605,-1.683,-1.685,-1.682,4.535,4.541,-1.674,-1.683,2.317,2.32,,99392,10754,10652,10632,10659,10730,10848,10785,10858,10591,,1054063.208,-18097.851,-17949.141,-17878.197,48342.357,48720.36,-18161.405,-18155.287,25157.717,24576.353
3--2--0--3,9.605,-2.68,-2.693,-2.685,3.541,3.557,-2.679,-2.68,3.315,3.31,,12052,563,521,518,534,553,556,523,577,504,,115753.833,-1508.992,-1402.825,-1390.927,1890.876,1966.971,-1489.311,-1401.777,1912.92,1668.215
3--2--1--0,11.607,-0.678,-0.665,-0.688,5.537,8.538,8.54,2.31,2.313,-0.674,,19512,883,891,912,888,864,894,901,903,854,,226470.99,-598.71,-592.195,-627.666,4916.708,7377.256,7635.036,2081.284,2088.459,-575.568
3--2--1--1,10.6,-1.653,-1.693,-1.653,4.529,7.544,-1.666,1.307,3.342,0.285,,3046,120,129,129,109,123,99,131,120,124,,32287.839,-198.324,-218.409,-213.278,493.682,927.853,-164.94,171.249,401.063,35.376
3--2--1--2,9.605,-2.664,-2.685,-2.721,3.525,6.543,-2.703,0.329,4.307,1.328,,11934,544,536,503,467,526,512,529,498,485,,114630.881,-1449.006,-1439.383,-1368.451,1646.008,3441.639,-1384.152,174.101,2144.646,644.309
3--2--1--3,8.612,-3.678,-3.748,-3.705,2.529,5.518,-3.694,-0.724,-3.637,2.322,,3557,143,177,171,143,158,158,140,131,165,,30631.989,-525.898,-663.376,-633.486,361.65,871.816,-583.605,-101.412,-476.397,383.125
3--2--2--0,10.602,-1.681,-1.682,-1.682,4.524,-1.687,-1.673,4.327,4.309,-1.685,,60525,3680,3658,3745,3643,3587,3628,3650,3651,3593,,641668.271,-6186.771,-6152.558,-6297.398,16479.563,-6051.164,-6069.556,15793.311,15731.047,-6054.808
3--2--2--1,9.598,-2.689,-2.704,-2.671,3.542,-2.678,-2.653,3.313,5.337,-0.699,,10225,503,447,454,411,452,473,431,434,471,,98136.814,-1352.561,-1208.625,-1212.535,1455.617,-1210.386,-1254.676,1428.063,2316.293,-329.394
3--2--2--2,8.604,-3.69,-3.686,-3.681,2.542,-3.687,-3.69,2.311,-3.689,0.326,,56134,3284,3302,3204,3236,3309,3296,3272,3296,3270,,482988.635,-12116.394,-12169.85,-11794.326,8227.037,-12201.386,-12161.925,7563.12,-12160.499,1066.878
3--2--2--3,7.601,-4.668,-4.671,-4.674,1.519,-4.678,-4.68,1.298,-4.675,1.318,,14213,610,602,592,641,576,599,612,619,665,,108036.162,-2847.687,-2811.932,-2766.967,973.378,-2694.431,-2803.58,794.66,-2893.565,876.668
