,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
3--3--0--2,14.933,1.286,1.324,1.278,11.782,11.822,1.48,1.388,5.327,5.286,,25973,1368,1312,1368,1383,1437,1376,1394,1351,1410,,387854.81,1759.25,1737.09,1748.30,16294.51,16988.21,2036.48,1934.87,7196.78,7453.26
3--3--0--3,13.888,0.437,0.509,-0.045,10.825,11.407,0.291,-0.085,6.317,6.249,,1413,74,65,59,79,63,53,78,57,64,,19623.74,32.34,33.09,-2.66,855.18,718.64,15.42,-6.63,360.07,399.94
3--3--1--0,15.849,2.251,2.098,2.277,12.877,2.42,2.258,5.64,5.581,2.069,,2473,112,98,108,125,107,115,121,114,119,,39194.58,252.11,205.60,245.92,1609.63,258.94,259.67,682.44,636.23,246.21
3--3--1--1,14.909,0.659,0.737,1.573,11.59,1.711,0.677,4.768,5.794,3.932,,264,13,27,17,94,15,28,31,14,19,,3935.98,8.57,19.90,26.74,1089.46,25.67,18.96,147.81,81.12,74.71
3--3--1--2,14.01,0.377,-0.365,0.667,10.936,0.44,0.54,3.754,6.935,4.537,,1440,67,52,54,81,62,52,63,82,65,,20174.40,25.26,-18.98,36.02,885.82,27.28,28.08,236.50,568.67,294.91
3--3--1--3,12.914,-0.66,-0.969,-0.725,9.406,0.222,-1.124,2.859,-0.057,4.676,,423,24,18,16,15,16,22,17,12,16,,5462.62,-15.84,-17.44,-11.60,141.09,3.55,-24.73,48.60,-0.68,74.82
3--3--2--0,14.891,1.206,1.455,1.178,11.857,1.179,1.208,7.209,7.42,1.237,,9930,432,453,450,459,477,438,449,439,497,,147867.63,520.99,659.12,530.10,5442.36,562.38,529.10,3236.84,3257.38,614.79
3--3--2--1,13.957,-0.178,0.694,0.205,10.759,0.267,0.493,6.214,8.643,2.803,,1221,59,52,52,82,48,52,50,61,61,,17041.50,-10.50,36.09,10.66,882.24,12.82,25.64,310.70,527.22,170.98
3--3--2--2,12.924,-0.543,-0.746,-0.773,9.981,-0.642,-0.494,5.148,-0.752,3.41,,8041,359,329,364,372,350,338,343,389,373,,103921.88,-194.94,-245.43,-281.37,3712.93,-224.70,-166.97,1765.76,-292.53,1271.93
3--3--2--3,11.911,-1.674,-1.773,-1.688,8.74,-1.624,-2.226,4.692,-1.493,4.064,,1750,82,76,86,82,90,64,65,86,64,,20844.25,-137.27,-134.75,-145.17,716.68,-146.16,-142.46,304.98,-128.40,260.10
3--3--3--0,13.959,0.688,0.704,0.479,10.246,-0.018,0.363,9.875,9.409,0.658,,812,37,46,31,33,32,30,32,36,19,,11334.71,25.46,32.38,14.85,338.12,-0.58,10.89,316.00,338.72,12.50
3--3--3--1,13.03,-1.678,-0.915,-0.794,10.641,-0.536,-1.081,6.637,-0.432,0.871,,370,9,13,15,17,12,15,16,12,15,,4821.10,-15.10,-11.90,-11.91,180.90,-6.43,-16.22,106.19,-5.18,13.07
3--3--3--2,11.856,-1.513,-1.391,-1.425,9.56,-1.738,-2.088,7.484,-1.726,2.363,,1730,64,79,68,71,67,72,87,65,80,,20510.88,-96.83,-109.89,-96.90,678.76,-116.45,-150.34,651.11,-112.19,189.04
3--3--3--3,11.118,-2.522,-2.144,-3.74,8.1,-2.681,-2.328,6.282,-2.934,2.565,,385,16,20,17,26,17,18,20,11,12,,4280.43,-40.35,-42.88,-63.58,210.60,-45.58,-41.90,125.64,-32.27,30.78
,,,,,,,,,,,,906142,484363,383142,167290,447544,239412,214737,169182,165503,164304,,12.68,11.14,10.38,3.18,11.16,8.95,6.83,4.79,5.37,4.88
