,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5,,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
1--3--3--0,6.028,1.904,1.965,1.617,12.089,0.769,1.933,10.07,10.508,1.198,,30,41,40,42,838,36,42,79,44,34,,180.84,78.06,78.60,67.91,10130.58,27.68,81.19,795.53,462.35,40.73
1--3--3--1,4.632,0.562,1,0.067,11.251,1.105,0.358,9.274,1.134,2.034,,47,22,24,21,418,26,17,18,20,24,,217.70,12.36,24.00,1.41,4702.92,28.73,6.09,166.93,22.68,48.82
1--3--3--2,4.15,-0.204,-0.347,-0.299,10.194,-0.898,-0.005,8.047,-0.148,3.619,,77,77,91,80,1966,78,67,141,90,89,,319.55,-15.71,-31.58,-23.92,20041.40,-70.04,-0.34,1134.63,-13.32,322.09
1--3--3--3,3.723,-1.388,-1.553,-1.569,9.122,-1.774,-1.379,7.568,-0.266,4.307,,32,21,17,22,433,17,18,20,16,26,,119.14,-29.15,-26.40,-34.52,3949.83,-30.16,-24.82,151.36,-4.26,111.98
2--0--0--0,14.439,14.051,14.199,13.658,4.63,5.315,5.431,5.624,5.731,5.917,,730,36,40,25,25,39,32,27,30,31,,10540.47,505.84,567.96,341.45,115.75,207.29,173.79,151.85,171.93,183.43
2--0--0--1,11.555,10.743,14.536,15.345,3.155,5.588,6.145,5.645,7.2,6.466,,6,6,8,76,5,4,4,5,3,10,,69.33,64.46,116.29,1166.22,15.78,22.35,24.58,28.23,21.60,64.66
2--0--0--2,12.312,12.437,12.459,3.79,3.882,2.894,7.381,2.901,6.822,7.451,,91,266,1456,80,80,64,69,63,100,67,,1120.39,3308.24,18140.30,303.20,310.56,185.22,509.29,182.76,682.20,499.22
2--0--0--3,11.609,9.133,11.618,2.55,1.644,-0.232,10.158,3.963,7.033,8.015,,10,4,76,5,5,1,2,2,2,5,,116.09,36.53,882.97,12.75,8.22,-0.23,20.32,7.93,14.07,40.08
2--0--1--0,14.393,13.036,16.192,15.7,3.093,11.066,9.229,7.476,7.611,0.097,,5,9,110,4,5,3,6,10,6,3,,71.97,117.32,1781.12,62.80,15.47,33.20,55.37,74.76,45.67,0.29
2--0--1--1,0,11.492,0,-1.349,0.845,0,0,7.762,0,0,,0,9,0,1,1,0,0,1,0,0,,0.00,103.43,0.00,-1.35,0.85,0.00,0.00,7.76,0.00,0.00
2--0--1--2,10.842,11.461,9.512,4.178,3.273,5.95,6.109,3.35,9.272,7.524,,3,43,1,1,3,2,1,6,22,3,,32.53,492.82,9.51,4.18,9.82,11.90,6.11,20.10,203.98,22.57
2--0--1--3,10.941,0,0,1.973,0.88,0,-2.231,3.831,0,6.87,,4,0,0,1,1,0,1,3,0,13,,43.76,0.00,0.00,1.97,0.88,0.00,-2.23,11.49,0.00,89.31
2--0--2--0,12.297,12.381,3.043,3.27,3.524,9.115,9.028,9.027,8.503,3.297,,246,321,22,19,18,27,20,14,20,25,,3025.06,3974.30,66.95,62.13,63.43,246.11,180.56,126.38,170.06,82.43
2--0--2--1,10.871,11.594,3.672,1.748,6.255,6.527,9.004,8.143,7.088,5.515,,5,65,2,4,1,5,3,4,1,7,,54.36,753.61,7.34,6.99,6.26,32.64,27.01,32.57,7.09,38.61
2--0--2--2,10.374,10.02,1.576,0.574,1.487,8.886,0.909,7.016,1.45,5.686,,322,88,25,26,17,2,25,61,17,14,,3340.43,881.76,39.40,14.92,25.28,17.77,22.73,427.98,24.65,79.60
2--0--2--3,8.29,9.012,-0.072,0,0.328,7.612,0.882,5.406,0.761,2.542,,2,77,2,0,5,3,8,3,5,4,,16.58,693.92,-0.14,0.00,1.64,22.84,7.06,16.22,3.81,10.17
2--0--3--0,11.177,11.632,3.752,4.118,2.462,12.04,0,10.982,12.175,2.925,,2,2,3,2,2,2,0,1,37,4,,22.35,23.26,11.26,8.24,4.92,24.08,0.00,10.98,450.48,11.70
2--0--3--1,9.266,0,1.86,0,-0.998,0,0.35,0,0,0,,1,0,21,0,2,0,1,0,0,0,,9.27,0.00,39.06,0.00,-2.00,0.00,0.35,0.00,0.00,0.00
2--0--3--2,9.235,9.393,1.077,0.725,0.479,8.598,-0.751,8.301,1.063,4.952,,15,41,2,7,1,4,6,5,1,28,,138.53,385.11,2.15,5.08,0.48,34.39,-4.51,41.51,1.06,138.66
2--0--3--3,3.948,8.055,-4.532,0,-0.28,6.976,0,9.636,-2.545,0,,1,10,1,0,1,1,0,7,2,0,,3.95,80.55,-4.53,0.00,-0.28,6.98,0.00,67.45,-5.09,0.00
2--1--0--0,13.888,17.321,17.419,17.348,8.298,8.327,8.32,4.888,4.803,4.883,,3566,3698,48913,3682,3703,3526,3539,3632,3555,3615,,49524.61,64053.06,852015.55,63875.34,30727.49,29361.00,29444.48,17753.22,17074.67,17652.05
2--1--0--1,12.924,16.341,16.333,3.914,7.461,7.415,9.409,3.905,5.866,5.826,,445,8494,1249,439,418,438,401,419,439,450,,5751.18,138800.45,20399.92,1718.25,3118.70,3247.77,3773.01,1636.20,2575.17,2621.70
2--1--0--2,11.854,15.469,15.332,2.896,6.382,6.3,10.347,2.873,6.851,6.832,,7649,58098,7669,7672,7593,7580,7678,7604,7792,7662,,90671.25,898717.96,117581.11,22218.11,48458.53,47754.00,79444.27,21846.29,53382.99,52346.78
2--1--0--3,10.957,14.34,14.408,1.977,5.613,5.332,2.12,1.929,7.928,7.852,,372,2413,6276,371,355,390,353,350,368,352,,4076.00,34602.42,90424.61,733.47,1992.62,2079.48,748.36,675.15,2917.50,2763.90
2--1--1--0,12.833,16.368,3.842,3.787,7.311,10.143,10.375,6.846,6.868,3.778,,598,13467,646,660,599,620,641,552,606,632,,7674.13,220427.86,2481.93,2499.42,4379.29,6288.66,6650.38,3778.99,4162.01,2387.70
2--1--1--1,11.637,15.423,2.467,2.502,6.313,9.472,11.226,5.682,7.866,4.746,,106,2022,100,79,84,81,99,95,83,91,,1233.52,31185.31,246.70,197.66,530.29,767.23,1111.37,539.79,652.88,431.89
2--1--1--2,10.8,14.389,2.132,1.827,5.254,8.331,1.945,4.858,9.037,5.822,,311,8329,349,359,367,363,382,360,384,393,,3358.80,119845.98,744.07,655.89,1928.22,3024.15,742.99,1748.88,3470.21,2288.05
2--1--1--3,9.75,13.271,0.734,0.931,4.413,7.49,0.871,3.809,0.856,6.671,,107,2569,95,117,97,127,103,108,103,111,,1043.25,34093.20,69.73,108.93,428.06,951.23,89.71,411.37,88.17,740.48
2--1--2--0,11.871,15.405,2.878,2.88,6.268,12.357,12.38,8.719,8.92,2.838,,2481,39500,2615,2534,2632,2534,2588,2614,2533,2558,,29451.95,608497.50,7525.97,7297.92,16497.38,31312.64,32039.44,22791.47,22594.36,7259.60
2--1--2--1,11.045,14.368,2.039,1.649,5.226,11.093,1.821,7.832,9.889,3.761,,326,6951,291,304,286,309,276,301,309,309,,3600.67,99871.97,593.35,501.30,1494.64,3427.74,502.60,2357.43,3055.70,1162.15
2--1--2--2,9.848,13.39,0.854,0.851,4.185,10.309,0.803,6.825,0.842,4.886,,2125,34442,2022,2072,1999,2055,2103,2044,1994,1960,,20927.00,461178.38,1726.79,1763.27,8365.82,21185.00,1688.71,13950.30,1678.95,9576.56
2--1--2--3,8.964,12.378,0.096,-0.288,3.202,9.234,-0.096,6.063,0.192,5.86,,413,9504,409,426,409,398,405,411,414,453,,3702.13,117640.51,39.26,-122.69,1309.62,3675.13,-38.88,2491.89,79.49,2654.58
2--1--3--0,10.761,14.32,1.876,1.716,5.279,1.797,1.907,10.718,10.874,2.217,,183,4463,201,204,170,188,210,186,203,186,,1969.26,63910.16,377.08,350.06,897.43,337.84,400.47,1993.55,2207.42,412.36
2--1--3--1,9.991,13.371,0.817,0.774,4.184,0.84,0.592,10.116,0.744,2.745,,80,2167,90,92,90,89,91,81,105,78,,799.28,28974.96,73.53,71.21,376.56,74.76,53.87,819.40,78.12,214.11
2--1--3--2,8.887,12.361,-0.048,-0.17,3.32,-0.03,-0.231,8.928,-0.143,3.739,,427,9206,415,480,437,434,392,421,402,417,,3794.75,113795.37,-19.92,-81.60,1450.84,-13.02,-90.55,3758.69,-57.49,1559.16
2--1--3--3,7.902,11.344,-1.194,-0.859,2.156,-0.719,-1.51,8.21,-1.397,4.978,,88,2301,108,93,92,88,88,88,95,92,,695.38,26102.54,-128.95,-79.89,198.35,-63.27,-132.88,722.48,-132.72,457.98
2--2--0--0,13.477,4.234,4.312,4.246,11.322,11.31,11.347,4.258,4.264,4.287,,59926,14372,14327,14204,14267,14366,14201,14280,14192,14325,,807622.70,60851.05,61778.02,60310.18,161530.97,162479.46,161138.75,60804.24,60514.69,61411.28
2--2--0--1,12.385,3.213,3.351,3.2,10.451,10.221,12.337,3.271,5.317,5.267,,31518,1782,1815,1809,1792,1830,1846,1851,1765,1792,,390350.43,5725.57,6082.07,5788.80,18728.19,18704.43,22774.10,6054.62,9384.51,9438.46
2--2--0--2,11.475,2.315,2.319,2.301,9.345,9.333,2.268,2.273,6.32,6.285,,81224,26714,26997,26689,27033,26738,26926,26894,26801,27136,,932045.40,61842.91,62606.04,61411.39,252623.39,249545.75,61068.17,61130.06,169382.32,170549.76
2--2--0--3,10.407,1.27,1.21,1.153,8.293,8.281,1.288,1.265,7.25,7.28,,28315,1569,1545,1578,1590,1620,1555,1504,1579,1610,,294674.21,1992.63,1869.45,1819.43,13185.87,13415.22,2002.84,1902.56,11447.75,11720.80
2--2--1--0,12.263,3.279,3.334,3.283,10.44,13.228,13.372,6.325,6.309,3.259,,2592,2594,2659,2673,2703,2601,40057,2677,2687,2608,,31785.70,8505.73,8865.11,8775.46,28219.32,34406.03,535642.20,16932.03,16952.28,8499.47
2--2--1--1,11.228,2.341,2.193,2.335,9.456,12.296,2.255,5.339,7.208,4.209,,420,389,389,344,372,8466,337,334,365,373,,4715.76,910.65,853.08,803.24,3517.63,104097.94,759.94,1783.23,2630.92,1569.96
2--2--1--2,10.355,1.201,1.268,1.238,8.24,11.343,1.308,4.272,8.261,5.356,,1584,1584,1543,1546,1587,28151,1548,1544,1545,1546,,16402.32,1902.38,1956.52,1913.95,13076.88,319316.79,2024.78,6595.97,12763.25,8280.38
2--2--1--3,9.295,0.315,0.409,0.282,7.271,10.358,0.151,3.304,0.29,6.213,,895,467,441,435,436,9894,463,459,467,430,,8319.03,147.11,180.37,122.67,3170.16,102482.05,69.91,1516.54,135.43,2671.59
2--2--2--0,11.48,2.267,2.255,2.328,9.275,2.297,2.324,8.263,8.233,2.259,,59555,10556,10498,10320,10443,10290,10429,10510,10462,10364,,683691.40,23930.45,23672.99,24024.96,96858.83,23636.13,24237.00,86844.13,86133.65,23412.28
2--2--2--1,10.408,1.34,1.22,1.24,8.389,1.269,1.288,7.329,9.233,3.196,,25202,1337,1328,1233,1325,1225,1350,1353,1328,1254,,262302.42,1791.58,1620.16,1528.92,11115.43,1554.53,1738.80,9916.14,12261.42,4007.78
2--2--2--2,9.45,0.26,0.294,0.27,7.329,0.243,0.258,6.3,0.238,4.261,,58760,8359,8490,8398,8506,8393,8288,8315,8359,8410,,555282.00,2173.34,2496.06,2267.46,62340.47,2039.50,2138.30,52384.50,1989.44,35835.01
2--2--2--3,8.392,-0.838,-0.676,-0.685,6.303,-0.669,-0.757,5.282,-0.701,5.238,,31724,1802,1773,1826,1872,1794,1743,1931,1799,1820,,266227.81,-1510.08,-1198.55,-1250.81,11799.22,-1200.19,-1319.45,10199.54,-1261.10,9533.16
2--2--3--0,10.409,1.338,1.398,1.463,8.303,1.15,1.398,10.262,10.272,1.24,,14511,885,777,789,801,767,829,2775,1392,787,,151045.00,1184.13,1086.25,1154.31,6650.70,882.05,1158.94,28477.05,14298.62,975.88
2--2--3--1,9.4,0.185,0.436,0.48,7.147,0.264,0.247,9.131,0.321,2.286,,9029,398,399,383,403,416,428,398,425,400,,84872.60,73.63,173.96,183.84,2880.24,109.82,105.72,3634.14,136.43,914.40
2--2--3--2,8.381,-0.787,-0.728,-0.672,6.384,-0.789,-0.641,8.257,-0.705,3.214,,31594,1754,1853,1828,1817,1799,1865,1817,1793,1765,,264789.31,-1380.40,-1348.98,-1228.42,11599.73,-1419.41,-1195.47,15002.97,-1264.07,5672.71
2--2--3--3,7.389,-1.573,-1.652,-1.746,5.251,-1.716,-1.685,7.241,-1.923,4.288,,8941,384,429,406,389,401,406,427,428,422,,66065.05,-604.03,-708.71,-708.88,2042.64,-688.12,-684.11,3091.91,-823.04,1809.54
2--3--0--0,12.889,3.843,3.79,3.88,14.382,14.253,14.232,3.774,3.791,3.736,,3180,3075,3120,3257,44225,3132,3312,3081,3160,3126,,40987.02,11817.23,11824.80,12637.16,636043.95,44640.40,47136.38,11627.69,11979.56,11678.74
2--3--0--1,11.851,2.852,2.778,2.833,13.338,13.208,2.838,2.812,5.117,4.599,,370,344,351,350,8051,375,367,356,373,389,,4384.87,981.09,975.08,991.55,107384.24,4953.00,1041.55,1001.07,1908.64,1789.01
2--3--0--2,10.835,1.78,1.824,1.786,12.408,12.342,1.801,1.794,5.802,5.817,,6503,6625,6670,6731,56947,6641,6698,6651,6618,6660,,70460.01,11792.50,12166.08,12021.57,706598.38,81963.22,12063.10,11931.89,38397.64,38741.22
2--3--0--3,9.871,0.918,0.962,0.862,11.334,11.272,0.957,0.958,6.935,6.697,,285,307,292,327,6776,652,349,325,306,291,,2813.24,281.83,280.90,281.87,76799.18,7349.34,333.99,311.35,2122.11,1948.83
2--3--1--0,11.844,2.837,2.83,2.802,13.361,2.786,3.012,5.666,5.725,2.707,,580,510,559,528,11665,559,504,522,543,476,,6869.52,1446.87,1581.97,1479.46,155856.07,1557.37,1518.05,2957.65,3108.68,1288.53
2--3--1--1,10.813,2.152,1.144,1.393,12.298,1.762,2.565,4.934,7.185,3.864,,136,58,72,68,1739,94,81,63,66,67,,1470.57,124.82,82.37,94.72,21386.22,165.63,207.77,310.84,474.21,258.89
2--3--1--2,9.878,0.815,0.742,0.728,11.289,0.734,0.467,3.743,7.357,4.743,,353,316,292,328,7182,321,299,311,306,337,,3486.93,257.54,216.66,238.78,81077.60,235.61,139.63,1164.07,2251.24,1598.39
2--3--1--3,8.659,-0.002,-0.059,-0.133,10.447,-0.405,-0.074,2.714,-0.332,5.752,,171,93,99,96,2185,90,83,101,80,94,,1480.69,-0.19,-5.84,-12.77,22826.70,-36.45,-6.14,274.11,-26.56,540.69
2--3--2--0,10.932,1.854,1.762,1.731,12.341,1.783,1.749,7.74,7.931,1.781,,2219,2166,2235,2232,36872,2232,2146,2196,2237,2168,,24258.11,4015.76,3938.07,3863.59,455037.35,3979.66,3753.35,16997.04,17741.65,3861.21
2--3--2--1,9.934,0.977,0.964,0.677,11.277,0.789,0.769,6.721,8.375,2.941,,301,243,246,291,6034,259,276,268,269,273,,2990.13,237.41,237.14,197.01,68045.42,204.35,212.24,1801.23,2252.88,802.89
2--3--2--2,8.882,-0.215,-0.141,-0.125,10.336,-0.166,-0.264,5.732,-0.121,3.832,,1840,1760,1778,1804,31141,1738,1750,1846,1829,1848,,16342.88,-378.40,-250.70,-225.50,321873.38,-288.51,-462.00,10581.27,-221.31,7081.54
2--3--2--3,7.728,-1.13,-1.267,-1.126,9.319,-1.116,-1.434,4.823,-1.294,4.96,,382,370,405,378,8294,354,379,325,383,349,,2952.10,-418.10,-513.14,-425.63,77291.79,-395.06,-543.49,1567.48,-495.60,1731.04
2--3--3--0,10.08,0.701,0.991,1.069,11.281,1.043,0.73,9.87,9.582,0.539,,166,152,143,153,3874,163,156,156,139,172,,1673.28,106.55,141.71,163.56,43702.59,170.01,113.88,1539.72,1331.90,92.71
2--3--3--1,8.695,-0.004,-0.416,-0.48,10.318,-0.482,-0.589,8.665,-0.254,1.793,,76,81,90,80,1815,86,92,82,83,77,,660.82,-0.32,-37.44,-38.40,18727.17,-41.45,-54.19,710.53,-21.08,138.06
2--3--3--2,8.052,-1.028,-1.111,-0.969,9.364,-1.305,-1.187,7.783,-1.266,2.837,,370,412,375,373,8222,386,367,355,341,378,,2979.24,-423.54,-416.63,-361.44,76990.81,-503.73,-435.63,2762.97,-431.71,1072.39
2--3--3--3,7.073,-2.282,-2.027,-1.727,8.274,-2.15,-2.157,6.938,-1.801,3.645,,76,74,67,84,1907,92,72,101,70,86,,537.55,-168.87,-135.81,-145.07,15778.52,-197.80,-155.30,700.74,-126.07,313.47
3--0--0--0,18.251,17.96,17.338,18.128,5.342,4.038,4.414,4.311,2.855,3.738,,22,6,10,118,9,6,6,7,8,11,,401.52,107.76,173.38,2139.10,48.08,24.23,26.48,30.18,22.84,41.12
3--0--0--1,17.563,16.813,0,0,0,0,0,0,7.94,5.869,,13,3,0,0,0,0,0,0,1,12,,228.32,50.44,0.00,0.00,0.00,0.00,0.00,0.00,7.94,70.43
3--0--0--2,15.803,15.2,16.305,3.516,3.338,2.812,6.655,3.605,6.454,7.024,,41,21,292,14,10,13,15,9,16,16,,647.92,319.20,4761.06,49.22,33.38,36.56,99.83,32.45,103.26,112.38
3--0--0--3,16.633,0,0,3.103,0,3.555,0,0,8.996,0,,10,0,0,1,0,1,0,0,1,0,,166.33,0.00,0.00,3.10,0.00,3.56,0.00,0.00,9.00,0.00
3--0--1--0,0,16.648,6.871,3.234,0.436,0,9.672,5.626,7.756,0,,0,19,1,1,1,0,1,2,6,0,,0.00,316.31,6.87,3.23,0.44,0.00,9.67,11.25,46.54,0.00
3--0--1--1,0,0,0,0,0,0,7.071,0,0,0,,0,0,0,0,0,0,2,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,14.14,0.00,0.00,0.00
3--0--1--2,0,0,2.998,0,0,0,0,5.951,8.709,5.704,,0,0,2,0,0,0,0,11,9,1,,0.00,0.00,6.00,0.00,0.00,0.00,0.00,65.46,78.38,5.70
3--0--1--3,0,14.51,4.415,0,-2.67,4.644,0,0,0,0,,0,6,1,0,1,1,0,0,0,0,,0.00,87.06,4.42,0.00,-2.67,4.64,0.00,0.00,0.00,0.00
3--0--2--0,16.415,16.197,3.106,3.389,5.542,9.501,9.644,9.496,8.912,5.676,,88,6,8,3,3,14,7,12,11,3,,1444.52,97.18,24.85,10.17,16.63,133.01,67.51,113.95,98.03,17.03
3--0--2--1,15.594,0,-2.722,2.593,0,0,12.082,4.582,0,0,,12,0,1,1,0,0,3,1,0,0,,187.13,0.00,-2.72,2.59,0.00,0.00,36.25,4.58,0.00,0.00
3--0--2--2,14.396,12.605,1.071,0.931,-0.685,6.907,0.491,7.621,-2.717,4.875,,65,9,5,2,3,35,3,1,1,2,,935.74,113.45,5.36,1.86,-2.06,241.75,1.47,7.62,-2.72,9.75
3--0--2--3,13.604,0,0,0,2.15,0,0,6.913,0,8.774,,22,0,0,0,1,0,0,5,0,1,,299.29,0.00,0.00,0.00,2.15,0.00,0.00,34.57,0.00,8.77
3--0--3--0,0,12.921,0,2.236,4.641,0,0,10,0,1.914,,0,6,0,1,1,0,0,1,0,1,,0.00,77.53,0.00,2.24,4.64,0.00,0.00,10.00,0.00,1.91
3--0--3--1,0,0,0,2.08,-0.964,0,0,0,-0.952,0,,0,0,0,1,2,0,0,0,1,0,,0.00,0.00,0.00,2.08,-1.93,0.00,0.00,0.00,-0.95,0.00
3--0--3--2,0,0,0,-1.485,0.681,9.512,-0.955,10.508,0,0,,0,0,0,6,2,4,2,7,0,0,,0.00,0.00,0.00,-8.91,1.36,38.05,-1.91,73.56,0.00,0.00
3--0--3--3,0,13.627,0,0,0,7.912,0,0,0,0,,0,7,0,0,0,1,0,0,0,0,,0.00,95.39,0.00,0.00,0.00,7.91,0.00,0.00,0.00,0.00
3--1--0--0,17.92,4.24,4.098,4.267,7.842,7.847,7.812,4.296,4.256,4.245,,15395,740,731,746,737,723,807,737,766,743,,275878.40,3137.60,2995.64,3183.18,5779.55,5673.38,6304.28,3166.15,3260.10,3154.04
3--1--0--1,16.812,2.951,3.064,3.311,6.706,7.186,9.088,3.395,5.315,5.188,,2019,78,76,92,90,86,78,78,75,96,,33943.43,230.18,232.86,304.61,603.54,618.00,708.86,264.81,398.63,498.05
3--1--0--2,15.92,2.315,2.21,2.222,5.775,5.945,9.864,2.251,6.239,6.145,,29209,1579,1602,1530,1637,1598,1606,1564,1621,1622,,465007.28,3655.39,3540.42,3399.66,9453.68,9500.11,15841.58,3520.56,10113.42,9967.19
3--1--0--3,14.907,1.396,1.115,0.903,4.581,4.852,1.311,1.383,6.565,7.284,,1810,62,96,80,77,77,87,74,68,66,,26981.67,86.55,107.04,72.24,352.74,373.60,114.06,102.34,446.42,480.74
3--1--1--0,16.881,3.142,2.977,3.173,7.043,9.734,9.962,6.292,6.393,3.25,,2932,118,119,124,136,114,120,128,118,146,,49495.09,370.76,354.26,393.45,957.85,1109.68,1195.44,805.38,754.37,474.50
3--1--1--1,15.886,3.083,2.595,1.962,5.747,9.696,10.669,5.964,7.716,3.719,,420,13,14,18,23,19,20,15,16,14,,6672.12,40.08,36.33,35.32,132.18,184.22,213.38,89.46,123.46,52.07
3--1--1--2,14.844,1.514,1.339,1.268,5.138,7.841,1.378,4.472,8.079,4.988,,1596,84,71,73,69,78,71,80,64,73,,23691.02,127.18,95.07,92.56,354.52,611.60,97.84,357.76,517.06,364.12
3--1--1--3,14.049,-0.134,-0.003,0.715,3.926,6.611,0.483,3.394,0.653,5.405,,416,20,16,23,18,120,17,19,20,15,,5844.38,-2.68,-0.05,16.45,70.67,793.32,8.21,64.49,13.06,81.08
3--1--2--0,15.942,2.15,2.354,2.179,5.89,11.824,11.906,8.274,8.145,2.278,,11490,537,502,519,540,526,493,522,536,534,,183173.58,1154.55,1181.71,1130.90,3180.60,6219.42,5869.66,4319.03,4365.72,1216.45
3--1--2--1,14.85,1.306,1.069,1.296,4.413,10.491,1.289,7.226,9.261,2.272,,1416,56,51,68,72,117,69,62,56,42,,21027.60,73.14,54.52,88.13,317.74,1227.45,88.94,448.01,518.62,95.42
3--1--2--2,13.878,0.342,0.262,0.143,3.83,10.012,0.268,6.264,0.345,4.039,,9301,420,403,434,406,429,399,382,436,405,,129079.28,143.64,105.59,62.06,1554.98,4295.15,106.93,2392.85,150.42,1635.80
3--1--2--3,12.949,-0.318,-0.696,-0.572,3.039,9.137,-0.448,5.409,-0.684,4.916,,1961,87,92,86,88,136,86,98,101,94,,25392.99,-27.67,-64.03,-49.19,267.43,1242.63,-38.53,530.08,-69.08,462.10
3--1--3--0,15.027,0.413,0.991,1.217,5.037,1.829,1.004,10.013,9.886,1.201,,902,48,43,36,38,38,31,71,40,35,,13554.35,19.82,42.61,43.81,191.41,69.50,31.12,710.92,395.44,42.04
3--1--3--1,13.763,-1.063,0.364,0.729,4.097,-0.199,0.611,9.467,0.101,1.884,,427,13,12,17,15,15,14,23,20,19,,5876.80,-13.82,4.37,12.39,61.46,-2.99,8.55,217.74,2.02,35.80
3--1--3--2,12.901,-1.49,-0.352,-0.631,2.654,-0.151,-0.171,8.363,-0.774,3.278,,2067,81,82,81,79,86,82,111,74,78,,26666.37,-120.69,-28.86,-51.11,209.67,-12.99,-14.02,928.29,-57.28,255.68
3--1--3--3,12.022,-2.089,-0.76,-2.48,1.981,-1.796,-2.777,6.691,-1.411,4.225,,397,19,22,12,17,23,15,45,19,22,,4772.73,-39.69,-16.72,-29.76,33.68,-41.31,-41.66,301.10,-26.81,92.95
3--2--0--0,17.438,3.8,3.821,3.792,10.869,10.868,10.855,3.788,3.797,3.818,,44035,3130,3188,3120,3127,3152,3080,3137,3121,3084,,767882.33,11894.00,12181.35,11831.04,33987.36,34255.94,33433.40,11882.96,11850.44,11774.71
3--2--0--1,16.369,2.816,2.72,2.844,9.864,9.851,12.044,2.686,4.554,4.63,,7971,345,374,364,390,366,436,345,340,334,,130477.30,971.52,1017.28,1035.22,3846.96,3605.47,5251.18,926.67,1548.36,1546.42
3--2--0--2,15.462,1.758,1.849,1.783,8.787,8.916,1.785,1.801,5.807,5.778,,60269,6622,6568,6736,6641,6607,6657,6654,6708,6608,,931879.28,11641.48,12144.23,12010.29,58354.47,58908.01,11882.75,11983.85,38953.36,38181.02
3--2--0--3,14.354,0.846,0.775,0.915,7.831,7.933,0.805,0.954,7.021,6.681,,7226,324,310,317,322,292,301,277,333,328,,103722.00,274.10,240.25,290.06,2521.58,2316.44,242.31,264.26,2337.99,2191.37
3--2--1--0,16.364,2.886,2.819,2.786,9.826,12.723,12.772,5.775,5.826,2.877,,11840,505,540,568,515,524,514,527,556,532,,193749.76,1457.43,1522.26,1582.45,5060.39,6666.85,6564.81,3043.43,3239.26,1530.56
3--2--1--1,15.409,1.785,1.566,1.508,8.133,12.054,1.685,5.095,6.273,3.97,,1833,65,63,76,84,53,88,77,80,82,,28244.70,116.03,98.66,114.61,683.17,638.86,148.28,392.32,501.84,325.54
3--2--1--2,14.289,0.939,0.817,0.825,7.878,10.782,0.729,3.697,7.675,4.826,,7225,317,343,273,329,328,300,301,313,317,,103238.03,297.66,280.23,225.23,2591.86,3536.50,218.70,1112.80,2402.28,1529.84
3--2--1--3,13.315,0.011,-0.116,-0.636,7.036,10.091,-0.525,2.837,-0.242,5.862,,2183,74,100,94,99,78,95,91,96,83,,29066.65,0.81,-11.60,-59.78,696.56,787.10,-49.88,258.17,-23.23,486.55
3--2--2--0,15.407,1.795,1.819,1.794,8.886,1.761,1.798,7.775,7.808,1.874,,36400,2248,2284,2193,2226,2248,2164,2238,2252,2209,,560814.80,4035.16,4154.60,3934.24,19780.24,3958.73,3890.87,17400.45,17583.62,4139.67
3--2--2--1,14.324,0.926,1.19,0.657,7.943,0.498,1.072,6.677,8.684,2.602,,6108,256,264,288,283,275,255,220,273,272,,87490.99,237.06,314.16,189.22,2247.87,136.95,273.36,1468.94,2370.73,707.74
3--2--2--2,13.394,-0.257,-0.248,-0.243,6.832,-0.118,-0.242,5.783,-0.191,3.803,,31351,1772,1768,1799,1800,1828,1817,1762,1788,1838,,419915.29,-455.40,-438.46,-437.16,12297.60,-215.70,-439.71,10189.65,-341.51,6989.91
3--2--2--3,12.368,-1.343,-1.189,-1.301,6.257,-1.141,-1.226,4.751,-1.268,4.65,,8274,391,406,378,375,353,362,385,382,393,,102332.83,-525.11,-482.73,-491.78,2346.38,-402.77,-443.81,1829.14,-484.38,1827.45
3--2--3--0,14.344,0.543,0.854,0.789,8.051,0.838,0.648,9.42,9.798,0.732,,3862,172,166,178,173,141,146,148,176,149,,55396.53,93.40,141.76,140.44,1392.82,118.16,94.61,1394.16,1724.45,109.07
3--2--3--1,13.353,-0.241,-0.367,0.279,6.936,-0.359,0.272,8.421,-1.113,2.26,,1915,87,79,81,85,64,88,82,84,86,,25571.00,-20.97,-28.99,22.60,589.56,-22.98,23.94,690.52,-93.49,194.36
3--2--3--2,12.36,-1.364,-0.928,-1.354,5.554,-1.405,-1.058,7.694,-1.006,3.036,,8308,358,366,387,353,365,343,349,372,378,,102686.88,-488.31,-339.65,-524.00,1960.56,-512.83,-362.89,2685.21,-374.23,1147.61
3--2--3--3,11.323,-2.722,-1.611,-2.35,5.088,-2.358,-2.054,6.51,-2.786,4.093,,1835,84,95,92,87,83,78,96,89,89,,20777.71,-228.65,-153.05,-216.20,442.66,-195.71,-160.21,624.96,-247.95,364.28
3--3--0--0,16.928,3.308,3.441,3.418,13.906,13.817,13.811,3.237,3.296,3.472,,13744,623,649,664,677,661,628,656,627,614,,232658.43,2060.88,2233.21,2269.55,9414.36,9133.04,8673.31,2123.47,2066.59,2131.81
3--3--0--1,15.853,2.105,2.023,2.041,12.884,12.797,1.959,1.996,4.43,4.386,,1638,78,71,70,66,72,67,69,73,85,,25967.21,164.19,143.63,142.87,850.34,921.38,131.25,137.72,323.39,372.81
