0--0--0--0,6.9829326753784455
0--0--0--1,0.0
0--0--0--2,8.493689732797515
0--0--0--3,0.0
0--0--1--0,9.817326767161722
0--0--1--1,0.0
0--0--1--2,0.0
0--0--1--3,0.0
0--0--2--0,0.0
0--0--2--1,4.0264177322387695
0--0--2--2,10.558270544279367
0--0--2--3,0.0
0--0--3--0,0.0
0--0--3--1,0.0
0--0--3--2,0.0
0--0--3--3,0.0
0--1--0--0,9.712953251436112
0--1--0--1,10.295883491627277
0--1--0--2,11.421536763487044
0--1--0--3,9.410877995073934
0--1--1--0,11.392136621864632
0--1--1--1,13.991516774880093
0--1--1--2,10.142090974741594
0--1--1--3,3.682512361185863
0--1--2--0,13.463232691519424
0--1--2--1,13.432450491066938
0--1--2--2,11.501416141280874
0--1--2--3,10.227025803480307
0--1--3--0,3.7453269793072472
0--1--3--1,7.060789151570747
0--1--3--2,5.715381887295161
0--1--3--3,0.5328577016883793
0--2--0--0,12.571143212819484
0--2--0--1,13.347856109846441
0--2--0--2,10.443538979818822
0--2--0--3,10.373152226178746
0--2--1--0,14.557241397068257
0--2--1--1,13.79006384859494
0--2--1--2,13.393124987008346
0--2--1--3,10.868784402471606
0--2--2--0,10.383030291431572
0--2--2--1,10.556468807883332
0--2--2--2,8.217632822119059
0--2--2--3,7.483813159678358
0--2--3--0,11.327316922674395
0--2--3--1,9.62368381330823
0--2--3--2,9.522745369207774
0--2--3--3,5.35621023709891
0--3--0--0,15.904734269934808
0--3--0--1,15.688076037413401
0--3--0--2,13.406811666778042
0--3--0--3,11.85845937708801
0--3--1--0,13.756643993696363
0--3--1--1,4.737392805733743
0--3--1--2,12.893401588416165
0--3--1--3,2.5335210647211683
0--3--2--0,13.39223245364204
0--3--2--1,9.53489104264717
0--3--2--2,11.621841235731985
0--3--2--3,5.125950243513865
0--3--3--0,10.207385839221464
0--3--3--1,10.858009700145633
0--3--3--2,11.623781754643439
0--3--3--3,0.3853743977942905
1--0--0--0,10.765886670371863
1--0--0--1,7.460686402299983
1--0--0--2,12.424403286103123
1--0--0--3,9.745198145999069
1--0--1--0,12.245996372925852
1--0--1--1,10.238885332340399
1--0--1--2,11.715272483217793
1--0--1--3,6.104014807705086
1--0--2--0,14.40738746564649
1--0--2--1,14.034393236876108
1--0--2--2,12.583576486236865
1--0--2--3,7.348379710671136
1--0--3--0,13.998871853809582
1--0--3--1,5.85836252598408
1--0--3--2,10.51148329782828
1--0--3--3,1.8771747225827626
1--1--0--0,13.379918852932331
1--1--0--1,14.33755715281411
1--1--0--2,11.392962999758481
1--1--0--3,10.359630924582367
1--1--1--0,15.331785869256565
1--1--1--1,14.297035812189025
1--1--1--2,13.467143060719375
1--1--1--3,12.313931173723597
1--1--2--0,13.115285089306369
1--1--2--1,12.062748894042507
1--1--2--2,11.104916303069041
1--1--2--3,10.163324513603664
1--1--3--0,11.518976306061854
1--1--3--1,10.56180753617008
1--1--3--2,9.493745008281985
1--1--3--3,8.733484615802462
1--2--0--0,16.41098012403081
1--2--0--1,15.389626877635845
1--2--0--2,14.447021234324465
1--2--0--3,13.333436114450782
1--2--1--0,15.394206605391895
1--2--1--1,14.330349653509941
1--2--1--2,13.37108921651545
1--2--1--3,12.293226790086425
1--2--2--0,14.406775504966172
1--2--2--1,13.445253616552307
1--2--2--2,12.384114618697495
1--2--2--3,11.369353125568725
1--2--3--0,13.383275297425593
1--2--3--1,12.376563534445037
1--2--3--2,11.366279377878904
1--2--3--3,10.367625587151426
1--3--0--0,15.136932435056162
1--3--0--1,14.140230811896243
1--3--0--2,13.131790267329388
1--3--0--3,12.063128893762
1--3--1--0,14.170109880191108
1--3--1--1,13.152729265427622
1--3--1--2,12.1072211187672
1--3--1--3,10.990209353813874
1--3--2--0,13.137502819159542
1--3--2--1,12.067500756823542
1--3--2--2,11.0412241559528
1--3--2--3,10.162362381359811
1--3--3--0,12.089121398816243
1--3--3--1,11.24889655635344
1--3--3--2,10.191696482140712
1--3--3--3,9.12223801960786
2--0--0--0,14.436126648954714
