,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
0--0--0--0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--2,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
0--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--2--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0--0--2--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--2--2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--2--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--0,11.0,109.0,144.0,23.0,12.0,13.0,16.0,14.0,19.0,9.0
0--1--0--1,16.0,1.0,6.0,1.0,6.0,0.0,1.0,5.0,0.0,1.0
0--1--0--2,17.0,31.0,24.0,642.0,31.0,22.0,33.0,24.0,34.0,30.0
0--1--0--3,0.0,0.0,4.0,3.0,0.0,1.0,1.0,5.0,13.0,2.0
0--1--1--0,4.0,1.0,37.0,2.0,1.0,2.0,4.0,6.0,2.0,0.0
0--1--1--1,0.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
0--1--1--2,1.0,1.0,8.0,3.0,4.0,9.0,1.0,0.0,5.0,11.0
0--1--1--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
0--1--2--0,8.0,9.0,94.0,59.0,10.0,7.0,46.0,10.0,10.0,10.0
0--1--2--1,0.0,2.0,2.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0
0--1--2--2,10.0,7.0,112.0,5.0,6.0,7.0,7.0,6.0,4.0,37.0
0--1--2--3,1.0,1.0,2.0,0.0,0.0,31.0,0.0,2.0,2.0,0.0
0--1--3--0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,10.0,3.0
0--1--3--1,0.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0
0--1--3--2,2.0,3.0,2.0,0.0,6.0,4.0,0.0,1.0,1.0,26.0
0--1--3--3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
0--2--0--0,61.0,80.0,85.0,646.0,158.0,62.0,475.0,54.0,52.0,45.0
0--2--0--1,5.0,10.0,11.0,115.0,4.0,25.0,4.0,7.0,10.0,5.0
0--2--0--2,119.0,124.0,275.0,114.0,129.0,2483.0,107.0,128.0,110.0,110.0
0--2--0--3,3.0,65.0,4.0,4.0,5.0,5.0,4.0,6.0,72.0,3.0
0--2--1--0,5.0,7.0,17.0,124.0,11.0,29.0,87.0,7.0,4.0,9.0
0--2--1--1,11.0,1.0,0.0,1.0,4.0,5.0,1.0,0.0,16.0,0.0
