,0--2,0--3,0--4,0--5,1--3,1--4,1--5,2--4,2--5,3--5
0--0--0--0,0.6975108688269821,1.0569488000000002,0.8694162313324605,0.0,0.0,0.0,0.0,0.6219835984020698,0.03738470692703253,0.0
0--0--0--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2944000000000004,0.0,0.0
0--0--1--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--1--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.186003924373366
0--0--2--0,-0.8974608353425251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3256301390106104
0--0--2--1,0.0,0.0,0.0,0.0,0.0,4.814670468421567,0.0,0.0,0.0,0.0
0--0--2--2,0.0,-3.3330726389067653,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,2.671684904842989
0--0--2--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--0--3--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--0,-0.34123082320100395,3.850051253964529,3.9486692195711224,3.951112440760398,3.9691879311758975,3.852822308946782,3.8392240201179724,0.8591482801373457,0.7216244884293467,0.707941360821421
0--1--0--1,0.0,0.0,0.0,5.935577493260761,0.0,0.0,0.0,0.0,0.0,0.0
0--1--0--2,0.0,1.8972606058946369,0.0,0.0,0.0,0.0,8.342176694880001,0.0,0.0,5.015626019544643
0--1--0--3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--1--1--0,-0.9565676890252715,2.837208614231963,6.1594234659477,6.59331052897367,2.5924648041094316,6.3974775945183096,6.214867444697625,0.0,3.4684212065044036,0.0
0--1--1--1,0.0,0.0,0.0,0.0,1.566456590290334,5.664056853285149,0.0,2.252439060425228,0.0,1.033169123663533
0--1--1--2,-2.761055056156928,1.424466947983082,4.376470191784661,-2.0694540117067284,1.078011596625411,4.149438956511411,-2.0714673647305135,1.0135895373845527,7.438041334402629,3.7782388806481473
0--1--1--3,0.0,-0.17653306210653008,0.0,-4.024891817211766,-0.06554905244469225,3.5990113076637216,0.0,0.4468448157528819,-3.0469627999999997,0.0
0--1--2--0,-2.298717727934287,2.0204396703231797,9.08717696164315,9.022800491077412,1.8961918859810927,9.01447291694894,9.042603330817036,5.761165419225317,5.912148982926413,-1.235733503196552
0--1--2--1,0.0,1.0706298775221175,8.061479828958344,-2.0617688,0.20000000000000018,7.942939561495757,-2.2243603127054286,4.864757198889373,7.8156544456210195,0.9555440269718719
0--1--2--2,-4.317751300644043,-0.1101717106138504,7.059472546995526,-3.2741402374787745,-0.12515941839758177,7.0219522892349255,-3.1821963859450855,3.8283210559101675,-3.192597618555557,2.8060645627818803
0--1--2--3,0.0,-1.3248996778666664,6.02921000756251,-5.03105330064101,-1.1020610327208757,5.55161015513605,0.0,0.0,-4.359192227279689,5.232747703061362
0--1--3--0,-2.8641145835449087,0.8877007336547484,-3.0518614964743054,-2.4939053299680563,0.2619523924075151,-2.3689899620966925,-3.1355092929061237,8.398139727073778,8.682013835736454,-2.5770271861888925
0--1--3--1,-3.78551832690602,0.0,-2.986559733020841,0.0,0.0,0.0,0.0,7.486999977100015,-3.100177306000611,0.0
0--1--3--2,-5.628560987457428,-1.3426975566215515,-4.090094986396379,-4.109583140436541,-1.0890472107444997,-5.0652985707086104,-4.612023283067631,6.435384133092167,-4.165349340756261,1.924560000000001
0--1--3--3,-6.30314499026288,0.0,-5.422179666038023,0.0,-1.6449492524501979,-5.0731230221053325,-5.176667160037235,0.0,0.0,3.9484647694550032
0--2--0--0,-1.3177243938558105,7.139571600914186,7.12591030057833,7.129261750976832,7.131335314661196,7.121951984413129,7.145292788048331,0.596312068755167,0.5230521903963498,0.47326151675713063
0--2--0--1,0.0,5.779064026976192,0.0,0.0,0.0,5.470275549638774,0.0,0.0,0.0,0.0
0--2--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4789989761871067,4.746303586126728,4.594238804968024
0--2--0--3,0.0,4.140089061661423,0.0,-2.0174652862358626,0.0,0.0,-1.9610593053142267,-2.026895275289582,0.0,0.0
0--2--1--0,-2.4659703563516433,6.2119465714179825,9.69408246922036,9.62491458836122,6.008821989768331,9.67585491819313,9.614322611035238,3.1448374595047883,3.258899350393717,-0.41497227326408437
0--2--1--1,0.0,5.121738518444876,8.754780829732699,-1.1790727452799998,5.001955238330616,8.628006583800332,-1.51303364896,2.413476420326476,5.444370678136395,1.5012077839928024
0--2--1--2,-4.2574417921987315,4.35793069588103,7.445119395510898,-2.7067055006116836,4.042129695328939,7.703781252876286,-2.421730380288737,1.2142141600040948,7.36801782302649,3.6568549128598886
0--2--1--3,-5.614083649256101,3.119410995250529,0.0,-3.50607301668,3.2262554603205813,6.865175905602013,-3.837480978544146,-0.3853868772280591,-3.296090803822065,4.899600000000002
0--2--2--0,-3.3171530225277195,5.07802286310497,-1.4084777197251575,-1.4853023266709922,5.095424202298224,-1.385387933902455,-1.4804639136146238,5.591759680915339,5.670645748714854,-1.4688496707207102
0--2--2--1,-4.207858489576986,3.7857075042050097,-2.562949459594566,-2.291307101488695,3.8066429000864073,-2.342812070997311,-2.2793040047762183,4.731713403708534,7.760930288629557,0.6401289795037995
0--2--2--2,-5.301292724596009,3.1580503798838406,-3.465292004436661,-3.4139145087088965,3.0864182226724526,-3.448528524459456,-3.4609943325436916,3.665595918087281,-3.4177412197634536,2.666144533422827
0--2--2--3,-6.362579320813204,1.9689436794064985,-4.3080798475309745,-4.334404702021319,1.9307159062652717,-4.411472757828228,-4.4365693264026085,2.7523576473086657,-4.148900544734698,4.748660025130309
0--2--3--0,-4.132846779140061,3.922854895917093,-2.4041933751680493,-2.5289174503010536,4.257453689368441,-2.312460527483727,-2.2569945914709675,8.244270724485144,8.211235292817467,-2.5067839342608846
0--2--3--1,-5.1290954120689465,3.305291125752942,0.0,-3.5109315600851487,2.8085558753677793,-3.3429101003670523,-3.6298866327031214,7.163740396709133,0.0,0.0
0--2--3--2,-6.341773501025117,2.317561837769854,-4.405893321980404,-4.347816106671319,2.4357897130916895,-4.60207774698044,-4.644210061424377,6.282191155747656,-4.423554053665189,1.5070528380756483
0--2--3--3,-7.682868772629776,1.214306634252885,-5.43451669339386,-5.53931047378861,1.2801092191293613,0.0,-5.5116324503492695,5.258281659971261,-5.537073993853274,3.74785496544948
0--3--0--0,-2.2852789187609392,10.263780828077486,10.341182585513371,10.327566426836913,10.367835892071954,10.359755300532708,10.358293993158345,0.7139723291714588,0.4338277921896553,0.36146381706040703
0--3--0--1,0.0,0.0,0.0,0.0,0.0,9.228073624469602,0.0,0.0,0.0,0.0
0--3--0--2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0--3--0--3,0.0,0.0,0.0,0.0,0.0,7.296735102667391,0.0,0.0,0.0,0.0
0--3--1--0,-3.435318205838742,9.277017400932092,-0.6282447224167302,-0.19817077305412378,9.532098126267671,-1.2514645100283937,-0.702435698541128,3.0541940585274308,3.1681875320068387,-0.6383282926376852
0--3--1--1,0.0,8.472564930243427,0.0,0.0,0.0,0.0,-2.2166589312804104,2.1851322345834077,0.0,0.0
0--3--1--2,0.0,0.0,-2.763481989048504,-2.3380418727363086,7.329522602505638,-2.7750003834928743,-3.2846182724209205,1.1793717543196167,7.223135995896861,0.0
0--3--1--3,0.0,6.35611947294862,0.0,0.0,0.0,-4.0,0.0,0.0,-3.0686108756054726,0.0
0--3--2--0,-4.413454691573293,8.165752341394112,-1.550967380646341,-1.5181414614771245,8.349995380785609,-1.451226414561758,-1.4319124665007144,5.725817203141145,5.70430077462697,-1.356748632546619
0--3--2--1,-5.5820481337509475,7.427075836263425,-2.3538268066112766,0.0,7.297349346594394,-2.345916327477198,0.0,4.212696932627869,7.899588498847372,0.7649026324727533
