0--0--0--0,0.8432344546735214
0--0--0--1,0.0
0--0--0--2,0.0
0--0--0--3,0.0
0--0--1--0,0.08676646489067075
0--0--1--1,0.0
0--0--1--2,0.0
0--0--1--3,0.0
0--0--2--0,2.0306850686802567
0--0--2--1,2.0619310050280273
0--0--2--2,0.0
0--0--2--3,0.0
0--0--3--0,0.0
0--0--3--1,0.0
0--0--3--2,0.0
0--0--3--3,0.0
0--1--0--0,2.637267740143731
0--1--0--1,0.0
0--1--0--2,1.307210763351315
0--1--0--3,0.0
0--1--1--0,3.6393087851658596
0--1--1--1,2.3205693457852274
0--1--1--2,2.678879810755748
0--1--1--3,0.5279658243796947
0--1--2--0,4.6513356508433805
0--1--2--1,3.650820793740557
0--1--2--2,2.5938309562041697
0--1--2--3,1.5894258970577375
0--1--3--0,3.5775987610828177
0--1--3--1,2.0796661630802844
0--1--3--2,1.4861839492442197
0--1--3--3,0.4598335672188231
0--2--0--0,4.638862897704935
0--2--0--1,4.5758244668070605
0--2--0--2,2.68019060660247
0--2--0--3,1.828953680783069
0--2--1--0,5.6396326227290485
0--2--1--1,2.678368695083474
0--2--1--2,3.689929518838458
0--2--1--3,2.7546118478609216
0--2--2--0,2.6128345437846705
0--2--2--1,2.8095855676885257
0--2--2--2,0.6289359855822382
0--2--2--3,-0.05302197718169945
0--2--3--0,3.4178441506602435
0--2--3--1,2.494637226866102
0--2--3--2,1.4483346779658324
0--2--3--3,0.44289724081969306
0--3--0--0,6.633974141229815
0--3--0--1,0.0
0--3--0--2,0.0
0--3--0--3,0.0
0--3--1--0,5.680433990159681
0--3--1--1,1.773307344715184
0--3--1--2,2.234222336490295
0--3--1--3,2.391847828725154
0--3--2--0,4.607980976902595
0--3--2--1,3.605260223531989
0--3--2--2,2.608377237535152
0--3--2--3,1.6365560609072376
0--3--3--0,3.6767926521470753
0--3--3--1,3.2084151503889684
0--3--3--2,1.7297016019809894
0--3--3--3,0.22235947555583133
1--0--0--0,4.626819156477461
1--0--0--1,0.0
1--0--0--2,2.6923299502166653
1--0--0--3,2.4580306655418296
1--0--1--0,5.7104414149882725
1--0--1--1,2.0703056690056445
1--0--1--2,3.5709002510036782
1--0--1--3,0.509738603638245
1--0--2--0,6.609108614799886
1--0--2--1,5.518409115546253
1--0--2--2,4.642058450433801
1--0--2--3,3.5919159547433517
1--0--3--0,3.5585866687059466
1--0--3--1,0.7086357460270947
1--0--3--2,1.5645893615526643
1--0--3--3,0.4125805359932859
1--1--0--0,6.627608998994816
1--1--0--1,7.1206802540296925
1--1--0--2,4.632182764688198
1--1--0--3,3.658158110356902
1--1--1--0,7.62142338697971
1--1--1--1,6.6017862035034796
1--1--1--2,5.621049679746026
1--1--1--3,4.598317795701527
1--1--2--0,4.626195398913704
1--1--2--1,3.6155623904264695
1--1--2--2,2.62556836900677
1--1--2--3,1.6167526665614746
1--1--3--0,3.6338806846490233
1--1--3--1,2.642968802401763
1--1--3--2,1.6426903439161415
1--1--3--3,0.6302549031793055
1--2--0--0,8.632414624361143
1--2--0--1,7.640918346786661
1--2--0--2,6.630792646467204
1--2--0--3,5.6090611252073375
1--2--1--0,7.624942671156571
1--2--1--1,6.620606040793394
1--2--1--2,5.624401510239732
1--2--1--3,4.62857600080954
1--2--2--0,6.630787095238812
1--2--2--1,5.627569866724866
1--2--2--2,4.626687013033977
1--2--2--3,3.627307004183229
1--2--3--0,5.628958510627516
1--2--3--1,4.622111594618686
1--2--3--2,3.6243518964428403
1--2--3--3,2.6232798921908524
1--3--0--0,6.539181168144807
1--3--0--1,5.531906777463585
1--3--0--2,4.547561202578808
1--3--0--3,3.6451580994029853
1--3--1--0,5.539542812867643
1--3--1--1,4.535164902734372
1--3--1--2,3.545751513953994
1--3--1--3,2.5113720326398714
1--3--2--0,4.536447455287777
1--3--2--1,3.5342039852417884
1--3--2--2,2.541108709697956
1--3--2--3,1.530682972547636
1--3--3--0,3.5408226288794085
1--3--3--1,2.5429799629482495
1--3--3--2,1.5356887328335724
1--3--3--3,0.5588006652463944
2--0--0--0,8.635375789070686
2--0--0--1,7.620584095762088
2--0--0--2,6.7537461656883035
2--0--0--3,5.666420386600432
2--0--1--0,9.600417490544631
2--0--1--1,6.717151151255054
2--0--1--2,7.631672195077679
2--0--1--3,6.780179116548916
2--0--2--0,6.601349965276285
2--0--2--1,5.649921740988326
2--0--2--2,4.611383179712361
2--0--2--3,3.621196844608202
2--0--3--0,5.609682442092512
2--0--3--1,4.683025660061548
2--0--3--2,3.615410302329946
2--0--3--3,2.6186945903563044
2--1--0--0,10.631368811203739
2--1--0--1,9.65517660488118
2--1--0--2,8.644222857044427
2--1--0--3,7.639189486669578
2--1--1--0,9.625563716597402
2--1--1--1,8.619380327156462
2--1--1--2,7.625972678898991
2--1--1--3,6.620521877592282
2--1--2--0,8.628467502251901
2--1--2--1,7.628195207660872
2--1--2--2,6.628849873520797
2--1--2--3,5.625266730359196
2--1--3--0,7.627161589369864
2--1--3--1,6.615133703910548
2--1--3--2,5.629474619554975
2--1--3--3,4.62475179058771
2--2--0--0,6.632552855817654
2--2--0--1,5.629700382310019
2--2--0--2,4.637521376640997
2--2--0--3,3.636612510267775
2--2--1--0,5.627323425285405
2--2--1--1,4.628816950366286
2--2--1--2,3.6233542408367247
2--2--1--3,2.622891452143983
2--2--2--0,4.63253639111654
2--2--2--1,3.629465773829066
2--2--2--2,2.6321074084264504
2--2--2--3,1.6261767412981905
2--2--3--0,3.6255963581191963
2--2--3--1,2.6226143162904476
2--2--3--2,1.625899803758059
2--2--3--3,0.6300557584586707
2--3--0--0,6.424205095817347
2--3--0--1,5.445411487817668
2--3--0--2,4.460263643556825
2--3--0--3,3.43574966173466
2--3--1--0,5.419979263717857
2--3--1--1,4.42067724031922
2--3--1--2,3.4247510641999668
2--3--1--3,2.4276518379473413
